id,d,n,m,K,ε,time,exact,sqerror,optval,dist_after_rounding,ν
20,2,3,2,2,0.4,0.041264347,true,2.3755603990378144e-11,0.03999999468367588,0.0399999987141094,[0.0; 0.0; 0.0; 0.0; 0.0; 0.2]
21,2,3,2,2,0.4,0.04170821,true,3.138108178948275e-10,0.03999991484273613,0.04000000809340894,[0.0; 0.0; 0.0; 0.0; 0.0; -0.2]
22,2,3,2,2,0.4,0.041592348,true,3.138108178948275e-10,0.03999991484273723,0.04000000809340894,[0.0; 0.0; 0.0; 0.0; 0.0; -0.2]
23,2,3,2,2,0.4,0.049808919,true,2.3755603990378144e-11,0.03999999468367645,0.0399999987141094,[0.0; 0.0; 0.0; 0.0; 0.0; 0.2]
24,2,3,2,2,0.4,0.091843789,true,2.3755603990378144e-11,0.039999994683675995,0.0399999987141094,[0.0; 0.0; 0.0; 0.0; 0.0; 0.2]
25,2,3,2,2,0.4,0.045064853,true,2.3755603990378144e-11,0.03999999468367616,0.0399999987141094,[0.0; 0.0; 0.0; 0.0; 0.0; 0.2]
26,2,3,2,2,0.4,0.042520748,true,3.138108178948275e-10,0.039999914842736545,0.04000000809340894,[0.0; 0.0; 0.0; 0.0; 0.0; -0.2]
27,2,3,2,2,0.4,0.04355214,true,3.138108178948275e-10,0.03999991484273657,0.04000000809340894,[0.0; 0.0; 0.0; 0.0; 0.0; -0.2]
28,2,3,2,2,0.4,0.044084428,true,2.3755603990378144e-11,0.039999994683676265,0.0399999987141094,[0.0; 0.0; 0.0; 0.0; 0.0; 0.2]
29,2,3,2,2,0.4,0.043128935,true,3.138108178948275e-10,0.03999991484273657,0.04000000809340894,[0.0; 0.0; 0.0; 0.0; 0.0; -0.2]
30,2,3,2,2,0.4,0.043489239,true,3.138108178948275e-10,0.039999914842736406,0.04000000809340894,[0.0; 0.0; 0.0; 0.0; 0.0; -0.2]
31,2,3,2,2,0.4,0.043376578,true,3.138108178948275e-10,0.03999991484273657,0.04000000809340894,[0.0; 0.0; 0.0; 0.0; 0.0; -0.2]
32,2,3,2,2,0.4,0.038502676,true,2.3755603990378144e-11,0.03999999468367643,0.0399999987141094,[0.0; 0.0; 0.0; 0.0; 0.0; 0.2]
33,2,3,2,2,0.4,0.039599016,true,2.3755603990378144e-11,0.039999994683675946,0.0399999987141094,[0.0; 0.0; 0.0; 0.0; 0.0; 0.2]
34,2,3,2,2,0.4,0.038025618,true,2.3755603990378144e-11,0.03999999468367649,0.0399999987141094,[0.0; 0.0; 0.0; 0.0; 0.0; 0.2]
35,2,3,2,2,0.4,0.038514979,true,3.138108178948275e-10,0.03999991484273616,0.04000000809340894,[0.0; 0.0; 0.0; 0.0; 0.0; -0.2]
36,2,3,2,2,0.4,0.038922082,true,2.3755603990378144e-11,0.03999999468367599,0.0399999987141094,[0.0; 0.0; 0.0; 0.0; 0.0; 0.2]
37,2,3,2,2,0.4,0.040385517,true,3.138108178948275e-10,0.039999914842736295,0.04000000809340894,[0.0; 0.0; 0.0; 0.0; 0.0; -0.2]
38,2,3,2,2,0.4,0.040514715,true,3.138108178948275e-10,0.039999914842736295,0.04000000809340894,[0.0; 0.0; 0.0; 0.0; 0.0; -0.2]
39,2,3,2,2,0.4,0.041807027,true,3.138108178948275e-10,0.03999991484273635,0.04000000809340894,[0.0; 0.0; 0.0; 0.0; 0.0; -0.2]
40,2,3,2,2,0.4,0.042123899,true,2.3755603990378144e-11,0.039999994683676265,0.0399999987141094,[0.0; 0.0; 0.0; 0.0; 0.0; 0.2]
41,2,3,2,2,0.4,0.042338568,true,3.138108178948275e-10,0.039999914842736406,0.04000000809340894,[0.0; 0.0; 0.0; 0.0; 0.0; -0.2]
42,2,3,2,2,0.4,0.042209408,true,2.3755603990378144e-11,0.03999999468367621,0.0399999987141094,[0.0; 0.0; 0.0; 0.0; 0.0; 0.2]
43,2,3,2,2,0.4,0.041689303,true,2.3755603990378144e-11,0.03999999468367594,0.0399999987141094,[0.0; 0.0; 0.0; 0.0; 0.0; 0.2]
44,2,3,2,2,0.4,0.03977121,true,2.3755603990378144e-11,0.03999999468367599,0.0399999987141094,[0.0; 0.0; 0.0; 0.0; 0.0; 0.2]
45,2,3,2,2,0.4,0.041536041,true,2.3755603990378144e-11,0.039999994683675544,0.0399999987141094,[0.0; 0.0; 0.0; 0.0; 0.0; 0.2]
46,2,3,2,2,0.4,0.042750628,true,3.138108178948275e-10,0.03999991484273667,0.04000000809340894,[0.0; 0.0; 0.0; 0.0; 0.0; -0.2]
47,2,3,2,2,0.4,0.042902709,true,3.138108178948275e-10,0.039999914842736295,0.04000000809340894,[0.0; 0.0; 0.0; 0.0; 0.0; -0.2]
48,2,3,2,2,0.4,0.041932835,true,3.138108178948275e-10,0.03999991484273657,0.04000000809340894,[0.0; 0.0; 0.0; 0.0; 0.0; -0.2]
49,2,3,2,2,0.4,0.040675209,true,3.138108178948275e-10,0.03999991484273657,0.04000000809340894,[0.0; 0.0; 0.0; 0.0; 0.0; -0.2]
50,2,3,2,2,0.4,0.043157466,true,2.3755603990378144e-11,0.03999999468367621,0.0399999987141094,[0.0; 0.0; 0.0; 0.0; 0.0; 0.2]
51,2,3,2,2,0.4,0.044222803,true,3.138108178948275e-10,0.03999991484273613,0.04000000809340894,[0.0; 0.0; 0.0; 0.0; 0.0; -0.2]
52,2,3,2,2,0.4,0.043775009,true,3.138108178948275e-10,0.03999991484273574,0.04000000809340894,[0.0; 0.0; 0.0; 0.0; 0.0; -0.2]
53,2,3,2,2,0.4,0.046622099,true,2.3755603990378144e-11,0.03999999468367661,0.0399999987141094,[0.0; 0.0; 0.0; 0.0; 0.0; 0.2]
54,2,3,2,2,0.4,0.045624621,true,2.3755603990378144e-11,0.03999999468367604,0.0399999987141094,[0.0; 0.0; 0.0; 0.0; 0.0; 0.2]
55,2,3,2,2,0.4,0.045034065,true,2.3755603990378144e-11,0.03999999468367634,0.0399999987141094,[0.0; 0.0; 0.0; 0.0; 0.0; 0.2]
56,2,3,2,2,0.4,0.044254519,true,3.138108178948275e-10,0.039999914842736614,0.04000000809340894,[0.0; 0.0; 0.0; 0.0; 0.0; -0.2]
57,2,3,2,2,0.4,0.045991279,true,2.3755603990378144e-11,0.03999999468367643,0.0399999987141094,[0.0; 0.0; 0.0; 0.0; 0.0; 0.2]
58,2,3,2,2,0.4,0.047112664,true,2.3755603990378144e-11,0.039999994683676474,0.0399999987141094,[0.0; 0.0; 0.0; 0.0; 0.0; 0.2]
59,2,3,2,2,0.4,0.043982831,true,2.3755603990378144e-11,0.03999999468367621,0.0399999987141094,[0.0; 0.0; 0.0; 0.0; 0.0; 0.2]
60,2,3,2,2,0.4,0.050859417,true,2.3755603990378144e-11,0.039999994683676314,0.0399999987141094,[0.0; 0.0; 0.0; 0.0; 0.0; 0.2]
61,2,3,2,2,0.4,0.043360723,true,2.3755603990378144e-11,0.039999994683676,0.0399999987141094,[0.0; 0.0; 0.0; 0.0; 0.0; 0.2]
62,2,3,2,2,0.4,0.044974796,true,3.138108178948275e-10,0.03999991484273663,0.04000000809340894,[0.0; 0.0; 0.0; 0.0; 0.0; -0.2]
63,2,3,2,2,0.4,0.07471805,true,3.138108178948275e-10,0.03999991484273596,0.04000000809340894,[0.0; 0.0; 0.0; 0.0; 0.0; -0.2]
64,2,3,2,2,0.4,0.044666225,true,2.3755603990378144e-11,0.03999999468367621,0.0399999987141094,[0.0; 0.0; 0.0; 0.0; 0.0; 0.2]
65,2,3,2,2,0.4,0.044678951,true,2.3755603990378144e-11,0.03999999468367579,0.0399999987141094,[0.0; 0.0; 0.0; 0.0; 0.0; 0.2]
66,2,3,2,2,0.4,0.045126911,true,3.138108178948275e-10,0.03999991484273663,0.04000000809340894,[0.0; 0.0; 0.0; 0.0; 0.0; -0.2]
67,2,3,2,2,0.4,0.04347387,true,3.138108178948275e-10,0.03999991484273674,0.04000000809340894,[0.0; 0.0; 0.0; 0.0; 0.0; -0.2]
68,2,3,2,2,0.4,0.044084698,true,2.3755603990378144e-11,0.039999994683676016,0.0399999987141094,[0.0; 0.0; 0.0; 0.0; 0.0; 0.2]
69,2,3,2,2,0.4,0.043918349,true,2.3755603990378144e-11,0.03999999468367621,0.0399999987141094,[0.0; 0.0; 0.0; 0.0; 0.0; 0.2]
70,2,3,2,2,0.4,0.042792508,true,3.138108178948275e-10,0.039999914842736385,0.04000000809340894,[0.0; 0.0; 0.0; 0.0; 0.0; -0.2]
71,2,3,2,2,0.4,0.043198467,true,3.138108178948275e-10,0.03999991484273635,0.04000000809340894,[0.0; 0.0; 0.0; 0.0; 0.0; -0.2]
72,2,3,2,2,0.4,0.043395149,true,2.3755603990378144e-11,0.03999999468367621,0.0399999987141094,[0.0; 0.0; 0.0; 0.0; 0.0; 0.2]
73,2,3,2,2,0.4,0.045034702,true,2.3755603990378144e-11,0.039999994683676265,0.0399999987141094,[0.0; 0.0; 0.0; 0.0; 0.0; 0.2]
74,2,3,2,2,0.4,0.042379177,true,3.138108178948275e-10,0.03999991484273652,0.04000000809340894,[0.0; 0.0; 0.0; 0.0; 0.0; -0.2]
75,2,3,2,2,0.4,0.042910841,true,3.138108178948275e-10,0.039999914842736725,0.04000000809340894,[0.0; 0.0; 0.0; 0.0; 0.0; -0.2]
76,2,3,2,2,0.4,0.042194432,true,2.3755603990378144e-11,0.03999999468367621,0.0399999987141094,[0.0; 0.0; 0.0; 0.0; 0.0; 0.2]
77,2,3,2,2,0.4,0.043548578,true,2.3755603990378144e-11,0.039999994683676064,0.0399999987141094,[0.0; 0.0; 0.0; 0.0; 0.0; 0.2]
78,2,3,2,2,0.4,0.043913654,true,3.138108178948275e-10,0.03999991484273668,0.04000000809340894,[0.0; 0.0; 0.0; 0.0; 0.0; -0.2]
79,2,3,2,2,0.4,0.044827142,true,3.138108178948275e-10,0.03999991484273635,0.04000000809340894,[0.0; 0.0; 0.0; 0.0; 0.0; -0.2]
80,2,3,2,2,0.4,0.044471801,true,2.3755603990378144e-11,0.039999994683676265,0.0399999987141094,[0.0; 0.0; 0.0; 0.0; 0.0; 0.2]
81,2,3,2,2,0.4,0.044998601,true,3.138108178948275e-10,0.039999914842736184,0.04000000809340894,[0.0; 0.0; 0.0; 0.0; 0.0; -0.2]
82,2,3,2,2,0.4,0.044932051,true,3.138108178948275e-10,0.03999991484273574,0.04000000809340894,[0.0; 0.0; 0.0; 0.0; 0.0; -0.2]
83,2,3,2,2,0.4,0.043669406,true,3.138108178948275e-10,0.03999991484273723,0.04000000809340894,[0.0; 0.0; 0.0; 0.0; 0.0; -0.2]
84,2,3,2,2,0.4,0.042803308,true,2.3755603990378144e-11,0.03999999468367643,0.0399999987141094,[0.0; 0.0; 0.0; 0.0; 0.0; 0.2]
85,2,3,2,2,0.4,0.041027331,true,2.3755603990378144e-11,0.0399999946836756,0.0399999987141094,[0.0; 0.0; 0.0; 0.0; 0.0; 0.2]
86,2,3,2,2,0.4,0.040189914,true,3.138108178948275e-10,0.039999914842736795,0.04000000809340894,[0.0; 0.0; 0.0; 0.0; 0.0; -0.2]
87,2,3,2,2,0.4,0.044934851,true,3.138108178948275e-10,0.039999914842736455,0.04000000809340894,[0.0; 0.0; 0.0; 0.0; 0.0; -0.2]
88,2,3,2,2,0.4,0.044157159,true,3.138108178948275e-10,0.03999991484273685,0.04000000809340894,[0.0; 0.0; 0.0; 0.0; 0.0; -0.2]
89,2,3,2,2,0.4,0.042602629,true,3.138108178948275e-10,0.03999991484273665,0.04000000809340894,[0.0; 0.0; 0.0; 0.0; 0.0; -0.2]
90,2,3,2,2,0.4,0.043071771,true,2.3755603990378144e-11,0.039999994683675766,0.0399999987141094,[0.0; 0.0; 0.0; 0.0; 0.0; 0.2]
91,2,3,2,2,0.4,0.044032452,true,3.138108178948275e-10,0.0399999148427371,0.04000000809340894,[0.0; 0.0; 0.0; 0.0; 0.0; -0.2]
92,2,3,2,2,0.4,0.041486873,true,3.138108178948275e-10,0.03999991484273652,0.04000000809340894,[0.0; 0.0; 0.0; 0.0; 0.0; -0.2]
93,2,3,2,2,0.4,0.048578924,true,3.138108178948275e-10,0.03999991484273546,0.04000000809340894,[0.0; 0.0; 0.0; 0.0; 0.0; -0.2]
94,2,3,2,2,0.4,0.041153765,true,3.138108178948275e-10,0.039999914842736795,0.04000000809340894,[0.0; 0.0; 0.0; 0.0; 0.0; -0.2]
95,2,3,2,2,0.4,0.041255447,true,2.3755603990378144e-11,0.039999994683675814,0.0399999987141094,[0.0; 0.0; 0.0; 0.0; 0.0; 0.2]
96,2,3,2,2,0.4,0.039786491,true,2.3755603990378144e-11,0.03999999468367599,0.0399999987141094,[0.0; 0.0; 0.0; 0.0; 0.0; 0.2]
97,2,3,2,2,0.4,0.037833999,true,2.3755603990378144e-11,0.039999994683676106,0.0399999987141094,[0.0; 0.0; 0.0; 0.0; 0.0; 0.2]
98,2,3,2,2,0.4,0.044127876,true,2.3755603990378144e-11,0.03999999468367621,0.0399999987141094,[0.0; 0.0; 0.0; 0.0; 0.0; 0.2]
99,2,3,2,2,0.4,0.042441673,true,2.3755603990378144e-11,0.03999999468367655,0.0399999987141094,[0.0; 0.0; 0.0; 0.0; 0.0; 0.2]
100,2,3,2,2,0.4,0.043500105,true,3.138108178948275e-10,0.03999991484273657,0.04000000809340894,[0.0; 0.0; 0.0; 0.0; 0.0; -0.2]
101,2,3,2,2,0.4,0.072199144,true,2.3755603990378144e-11,0.039999994683676286,0.0399999987141094,[0.0; 0.0; 0.0; 0.0; 0.0; 0.2]
102,2,3,2,2,0.4,0.039834956,true,3.138108178948275e-10,0.03999991484273608,0.04000000809340894,[0.0; 0.0; 0.0; 0.0; 0.0; -0.2]
103,2,3,2,2,0.4,0.037902936,true,2.3755603990378144e-11,0.03999999468367599,0.0399999987141094,[0.0; 0.0; 0.0; 0.0; 0.0; 0.2]
104,2,3,2,2,0.4,0.037548561,true,2.3755603990378144e-11,0.03999999468367616,0.0399999987141094,[0.0; 0.0; 0.0; 0.0; 0.0; 0.2]
105,2,3,2,2,0.4,0.038105272,true,3.138108178948275e-10,0.039999914842737,0.04000000809340894,[0.0; 0.0; 0.0; 0.0; 0.0; -0.2]
106,2,3,2,2,0.4,0.038968447,true,3.138108178948275e-10,0.03999991484273657,0.04000000809340894,[0.0; 0.0; 0.0; 0.0; 0.0; -0.2]
107,2,3,2,2,0.4,0.039623274,true,3.138108178948275e-10,0.03999991484273602,0.04000000809340894,[0.0; 0.0; 0.0; 0.0; 0.0; -0.2]
108,2,3,2,2,0.4,0.039706541,true,3.138108178948275e-10,0.03999991484273635,0.04000000809340894,[0.0; 0.0; 0.0; 0.0; 0.0; -0.2]
109,2,3,2,2,0.4,0.038960253,true,2.3755603990378144e-11,0.039999994683676966,0.0399999987141094,[0.0; 0.0; 0.0; 0.0; 0.0; 0.2]
110,2,3,2,2,0.4,0.039691943,true,3.138108178948275e-10,0.03999991484273533,0.04000000809340894,[0.0; 0.0; 0.0; 0.0; 0.0; -0.2]
111,2,3,2,2,0.4,0.03900423,true,2.3755603990378144e-11,0.039999994683676106,0.0399999987141094,[0.0; 0.0; 0.0; 0.0; 0.0; 0.2]
112,2,3,2,2,0.4,0.03885229,true,3.138108178948275e-10,0.03999991484273662,0.04000000809340894,[0.0; 0.0; 0.0; 0.0; 0.0; -0.2]
113,2,3,2,2,0.4,0.044991013,true,3.138108178948275e-10,0.039999914842736496,0.04000000809340894,[0.0; 0.0; 0.0; 0.0; 0.0; -0.2]
114,2,3,2,2,0.4,0.0390043,true,2.3755603990378144e-11,0.03999999468367593,0.0399999987141094,[0.0; 0.0; 0.0; 0.0; 0.0; 0.2]
115,2,3,2,2,0.4,0.040163747,true,3.138108178948275e-10,0.03999991484273596,0.04000000809340894,[0.0; 0.0; 0.0; 0.0; 0.0; -0.2]
116,2,3,2,2,0.4,0.040252056,true,3.138108178948275e-10,0.03999991484273643,0.04000000809340894,[0.0; 0.0; 0.0; 0.0; 0.0; -0.2]
117,2,3,2,2,0.4,0.040981716,true,3.138108178948275e-10,0.039999914842736614,0.04000000809340894,[0.0; 0.0; 0.0; 0.0; 0.0; -0.2]
118,2,3,2,2,0.4,0.040165306,true,3.138108178948275e-10,0.03999991484273666,0.04000000809340894,[0.0; 0.0; 0.0; 0.0; 0.0; -0.2]
119,2,3,2,2,0.4,0.041003873,true,2.3755603990378144e-11,0.03999999468367644,0.0399999987141094,[0.0; 0.0; 0.0; 0.0; 0.0; 0.2]
120,2,3,2,2,0.4,0.041898999,true,2.3755603990378144e-11,0.03999999468367577,0.0399999987141094,[0.0; 0.0; 0.0; 0.0; 0.0; 0.2]
121,2,3,2,2,0.4,0.039590608,true,2.3755603990378144e-11,0.03999999468367618,0.0399999987141094,[0.0; 0.0; 0.0; 0.0; 0.0; 0.2]
122,2,3,2,2,0.4,0.037911627,true,2.3755603990378144e-11,0.0399999946836759,0.0399999987141094,[0.0; 0.0; 0.0; 0.0; 0.0; 0.2]
123,2,3,2,2,0.4,0.037824137,true,3.138108178948275e-10,0.039999914842736385,0.04000000809340894,[0.0; 0.0; 0.0; 0.0; 0.0; -0.2]
124,2,3,2,2,0.4,0.039511821,true,3.138108178948275e-10,0.03999991484273628,0.04000000809340894,[0.0; 0.0; 0.0; 0.0; 0.0; -0.2]
125,2,3,2,2,0.4,0.039515951,true,2.3755603990378144e-11,0.03999999468367599,0.0399999987141094,[0.0; 0.0; 0.0; 0.0; 0.0; 0.2]
126,2,3,2,2,0.4,0.039873563,true,3.138108178948275e-10,0.03999991484273657,0.04000000809340894,[0.0; 0.0; 0.0; 0.0; 0.0; -0.2]
127,2,3,2,2,0.4,0.040501211,true,2.3755603990378144e-11,0.039999994683675946,0.0399999987141094,[0.0; 0.0; 0.0; 0.0; 0.0; 0.2]
128,2,3,2,2,0.4,0.045417113,true,2.3755603990378144e-11,0.03999999468367617,0.0399999987141094,[0.0; 0.0; 0.0; 0.0; 0.0; 0.2]
129,2,3,2,2,0.4,0.043894661,true,2.3755603990378144e-11,0.039999994683676446,0.0399999987141094,[0.0; 0.0; 0.0; 0.0; 0.0; 0.2]
130,2,3,2,2,0.4,0.04217882,true,2.3755603990378144e-11,0.03999999468367622,0.0399999987141094,[0.0; 0.0; 0.0; 0.0; 0.0; 0.2]
131,2,3,2,2,0.4,0.044031813,true,3.138108178948275e-10,0.03999991484273664,0.04000000809340894,[0.0; 0.0; 0.0; 0.0; 0.0; -0.2]
132,2,3,2,2,0.4,0.043811804,true,2.3755603990378144e-11,0.03999999468367599,0.0399999987141094,[0.0; 0.0; 0.0; 0.0; 0.0; 0.2]
133,2,3,2,2,0.4,0.044653302,true,2.3755603990378144e-11,0.03999999468367622,0.0399999987141094,[0.0; 0.0; 0.0; 0.0; 0.0; 0.2]
134,2,3,2,2,0.4,0.045410942,true,2.3755603990378144e-11,0.039999994683675655,0.0399999987141094,[0.0; 0.0; 0.0; 0.0; 0.0; 0.2]
135,2,3,2,2,0.4,0.040560726,true,3.138108178948275e-10,0.03999991484273687,0.04000000809340894,[0.0; 0.0; 0.0; 0.0; 0.0; -0.2]
136,2,3,2,2,0.4,0.041988489,true,2.3755603990378144e-11,0.03999999468367614,0.0399999987141094,[0.0; 0.0; 0.0; 0.0; 0.0; 0.2]
137,2,3,2,2,0.4,0.042016248,true,3.138108178948275e-10,0.039999914842736684,0.04000000809340894,[0.0; 0.0; 0.0; 0.0; 0.0; -0.2]
138,2,3,2,2,0.4,0.041587215,true,2.3755603990378144e-11,0.03999999468367704,0.0399999987141094,[0.0; 0.0; 0.0; 0.0; 0.0; 0.2]
139,2,3,2,2,0.4,0.040636753,true,2.3755603990378144e-11,0.03999999468367621,0.0399999987141094,[0.0; 0.0; 0.0; 0.0; 0.0; 0.2]
140,2,3,2,2,0.4,0.070623103,true,3.138108178948275e-10,0.03999991484273679,0.04000000809340894,[0.0; 0.0; 0.0; 0.0; 0.0; -0.2]
141,2,3,2,2,0.4,0.037796943,true,2.3755603990378144e-11,0.03999999468367643,0.0399999987141094,[0.0; 0.0; 0.0; 0.0; 0.0; 0.2]
142,2,3,2,2,0.4,0.037083511,true,3.138108178948275e-10,0.039999914842736184,0.04000000809340894,[0.0; 0.0; 0.0; 0.0; 0.0; -0.2]
143,2,3,2,2,0.4,0.04072105,true,3.138108178948275e-10,0.0399999148427369,0.04000000809340894,[0.0; 0.0; 0.0; 0.0; 0.0; -0.2]
144,2,3,2,2,0.4,0.041789321,true,2.3755603990378144e-11,0.039999994683676134,0.0399999987141094,[0.0; 0.0; 0.0; 0.0; 0.0; 0.2]
145,2,3,2,2,0.4,0.04234714,true,3.138108178948275e-10,0.03999991484273646,0.04000000809340894,[0.0; 0.0; 0.0; 0.0; 0.0; -0.2]
146,2,3,2,2,0.4,0.041525324,true,2.3755603990378144e-11,0.03999999468367621,0.0399999987141094,[0.0; 0.0; 0.0; 0.0; 0.0; 0.2]
147,2,3,2,2,0.4,0.041652946,true,2.3755603990378144e-11,0.039999994683676376,0.0399999987141094,[0.0; 0.0; 0.0; 0.0; 0.0; 0.2]
148,2,3,2,2,0.4,0.041455709,true,2.3755603990378144e-11,0.03999999468367682,0.0399999987141094,[0.0; 0.0; 0.0; 0.0; 0.0; 0.2]
149,2,3,2,2,0.4,0.042628506,true,2.3755603990378144e-11,0.03999999468367622,0.0399999987141094,[0.0; 0.0; 0.0; 0.0; 0.0; 0.2]
150,2,3,2,2,0.4,0.041753349,true,2.3755603990378144e-11,0.03999999468367638,0.0399999987141094,[0.0; 0.0; 0.0; 0.0; 0.0; 0.2]
151,2,3,2,2,0.4,0.039444733,true,3.138108178948275e-10,0.039999914842736795,0.04000000809340894,[0.0; 0.0; 0.0; 0.0; 0.0; -0.2]
152,2,3,2,2,0.4,0.038165814,true,2.3755603990378144e-11,0.03999999468367588,0.0399999987141094,[0.0; 0.0; 0.0; 0.0; 0.0; 0.2]
153,2,3,2,2,0.4,0.043731382,true,2.3755603990378144e-11,0.03999999468367596,0.0399999987141094,[0.0; 0.0; 0.0; 0.0; 0.0; 0.2]
154,2,3,2,2,0.4,0.050886152,true,3.138108178948275e-10,0.039999914842736795,0.04000000809340894,[0.0; 0.0; 0.0; 0.0; 0.0; -0.2]
155,2,3,2,2,0.4,0.044653383,true,2.3755603990378144e-11,0.03999999468367621,0.0399999987141094,[0.0; 0.0; 0.0; 0.0; 0.0; 0.2]
156,2,3,2,2,0.4,0.044678134,true,2.3755603990378144e-11,0.03999999468367648,0.0399999987141094,[0.0; 0.0; 0.0; 0.0; 0.0; 0.2]
157,2,3,2,2,0.4,0.044820557,true,2.3755603990378144e-11,0.039999994683675766,0.0399999987141094,[0.0; 0.0; 0.0; 0.0; 0.0; 0.2]
158,2,3,2,2,0.4,0.046408547,true,2.3755603990378144e-11,0.039999994683675946,0.0399999987141094,[0.0; 0.0; 0.0; 0.0; 0.0; 0.2]
159,2,3,2,2,0.4,0.048433225,true,2.3755603990378144e-11,0.0399999946836761,0.0399999987141094,[0.0; 0.0; 0.0; 0.0; 0.0; 0.2]
160,2,3,2,2,0.4,0.045520691,true,3.138108178948275e-10,0.039999914842736566,0.04000000809340894,[0.0; 0.0; 0.0; 0.0; 0.0; -0.2]
161,2,3,2,2,0.4,0.041920557,true,2.3755603990378144e-11,0.03999999468367621,0.0399999987141094,[0.0; 0.0; 0.0; 0.0; 0.0; 0.2]
162,2,3,2,2,0.4,0.043715851,true,2.3755603990378144e-11,0.03999999468367652,0.0399999987141094,[0.0; 0.0; 0.0; 0.0; 0.0; 0.2]
163,2,3,2,2,0.4,0.038407256,true,2.3755603990378144e-11,0.03999999468367621,0.0399999987141094,[0.0; 0.0; 0.0; 0.0; 0.0; 0.2]
164,2,3,2,2,0.4,0.036821553,true,2.3755603990378144e-11,0.03999999468367621,0.0399999987141094,[0.0; 0.0; 0.0; 0.0; 0.0; 0.2]
165,2,3,2,2,0.4,0.038014276,true,2.3755603990378144e-11,0.0399999946836761,0.0399999987141094,[0.0; 0.0; 0.0; 0.0; 0.0; 0.2]
166,2,3,2,2,0.4,0.040683209,true,3.138108178948275e-10,0.039999914842736795,0.04000000809340894,[0.0; 0.0; 0.0; 0.0; 0.0; -0.2]
167,2,3,2,2,0.4,0.038427119,true,2.3755603990378144e-11,0.039999994683675905,0.0399999987141094,[0.0; 0.0; 0.0; 0.0; 0.0; 0.2]
168,2,3,2,2,0.4,0.03857372,true,2.3755603990378144e-11,0.03999999468367599,0.0399999987141094,[0.0; 0.0; 0.0; 0.0; 0.0; 0.2]
