id,d,n,m,K,ε,time,exact,sqerror,optval,dist_after_rounding,ν
34,2,4,2,2,0.4,0.255576209,true,7.161627185236619e-11,0.039999887934044964,0.040000020379732534,[0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; -0.08777489349467378; -0.024262419308666894; -0.17806432287600205]
35,2,4,2,2,0.4,0.197537639,true,1.7317287238767808e-12,0.0399999691859587,0.03999998876620295,[0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.13037077990320986; 0.02575463050659021; -0.14946624620595056]
36,2,4,2,2,0.4,0.252485894,true,1.7911890865498343e-13,0.039999999039867076,0.03999999998874485,[0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.1065522041732971; -0.16105715327435058; 0.05203096352148741]
37,2,4,2,2,0.4,0.27035331,true,1.6515504766699455e-11,0.03999999778823093,0.03999999998198511,[0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; -0.09761050090553038; 0.1741585778427689; -0.011873494715359503]
38,2,4,2,2,0.4,0.216156392,true,1.8226645069853283e-11,0.03999999981365154,0.04000000001040423,[0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.09470538848465355; -0.17489408358885072; -0.021046351645521513]
39,2,4,2,2,0.4,0.205066479,true,1.7806746987706814e-12,0.03999996921229568,0.03999999120989336,[0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; -0.11507611584189299; 0.1323604522600364; 0.09611554629851428]
40,2,4,2,2,0.4,0.297072961,true,3.3562232362134984e-13,0.03999987593123839,0.039999998504537934,[0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; -0.02378784357085827; -0.021215008561083718; -0.19744381962979118]
41,2,4,2,2,0.4,0.195836956,true,8.096301011919164e-13,0.0399999708594529,0.03999999089201134,[0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.15463249885411873; -0.11624921066187924; -0.05074358401434608]
42,2,4,2,2,0.4,0.234619637,true,6.107925262217488e-17,0.039999999953044596,0.03999999999893703,[0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; -0.1390256791034095; 0.13034263487549333; 0.06068490820253128]
43,2,4,2,2,0.4,0.233467399,true,4.059166702328134e-15,0.039999999929108784,0.03999999999673353,[0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; -0.06331547934129837; -0.1278270028185354; 0.140183477721919]
44,2,4,2,2,0.4,0.202798379,true,4.1401110305440434e-15,0.0399999850961561,0.0399999998951507,[0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.10097545955541241; -0.1067555448914235; 0.13567317421844502]
45,2,4,2,2,0.4,0.236312697,true,1.1101508620014191e-15,0.039999999989992555,0.04000000000042447,[0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; -0.0417742256043121; 0.004151367799837466; -0.1955445734878637]
46,2,4,2,2,0.4,0.240251732,true,9.043977584734748e-19,0.039999999999449094,0.0400000000000669,[0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; -0.11829675859885869; 0.09163236661183094; -0.13270036282587314]
47,2,4,2,2,0.4,0.230130394,true,5.870834035481945e-13,0.03999999980017923,0.03999999999208004,[0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; -0.17070718536125215; 0.06216516136160963; -0.08363342381443045]
48,2,4,2,2,0.4,0.244911431,true,2.7092839176817897e-13,0.03999999983129819,0.03999999999709258,[0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; -0.07283171897306344; -0.012312482623431178; -0.18586001044623993]
49,2,4,2,2,0.4,0.230119057,true,1.158175383708132e-13,0.03999999984663817,0.03999999999361035,[0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; -0.14516045643795134; 0.0691618850364328; -0.11893307170393311]
50,2,4,2,2,0.4,0.306393618,true,1.4562424232059123e-11,0.039999999898079674,0.040000000004786145,[0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.14206799120169064; 0.14067898016678318; 0.005109835139236312]
51,2,4,2,2,0.4,0.228088863,true,2.2515557703020154e-17,0.039999999999503454,0.03999999999979953,[0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; -0.19080285907458738; 0.012531495300605437; 0.058627899454901725]
52,2,4,2,2,0.4,0.225844358,true,4.214418602450146e-16,0.03999999990418002,0.03999999999934506,[0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; -0.12968788973659617; 0.1522475981056428; 0.0013115360197636754]
53,2,4,2,2,0.4,0.215256778,true,3.875186836964611e-15,0.03999998605514217,0.0400000001118479,[0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.11557653387141323; 0.07383274852495263; 0.1455705672982048]
54,2,4,2,2,0.4,0.218179145,true,2.1784224927198164e-12,0.039999967151232024,0.03999999068998965,[0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.08905043335823351; 0.14418878064324656; -0.10620553589773248]
55,2,4,2,2,0.4,0.252714056,true,1.6448979871457633e-18,0.03999999995210535,0.039999999998873936,[0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.012226198859169368; -0.1564052184967887; -0.12404808619413615]
56,2,4,2,2,0.4,0.291883248,true,4.596816199010037e-12,0.040000000052702656,0.03999999980736854,[0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; -0.043889721018001496; 0.005610060657794461; 0.19504414784447616]
57,2,4,2,2,0.4,0.235419151,true,3.0222880675790185e-13,0.03999999997454273,0.039999999998644835,[0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; -0.08295157387985014; -0.17927645804995374; 0.03128878361200604]
58,2,4,2,2,0.4,0.219164419,true,3.8796013727327445e-12,0.03999999989908909,0.03999999998947922,[0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; -0.16104064578517996; 0.06366596330224392; 0.10006275791666717]
59,2,4,2,2,0.4,0.24137863,true,7.37206801984572e-17,0.03999999999396723,0.04000000000046333,[0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; -0.18104973160480736; -0.0400061954729152; -0.07496998739235669]
60,2,4,2,2,0.4,0.214417273,true,1.644817401035753e-14,0.03999997998151228,0.0400000003591938,[0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.14168787564063387; -0.03626581237065634; 0.1364160428598507]
61,2,4,2,2,0.4,0.286330184,true,2.2350777181197682e-11,0.03999999892018491,0.03999999997658349,[0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.07511622502300655; -0.18401010575088408; -0.022312187697343985]
62,2,4,2,2,0.4,0.23263443,true,1.2429938665137184e-12,0.03999999983827376,0.03999999999398079,[0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; -0.09748352958050999; -0.11076341891177231; 0.13501269011282266]
63,2,4,2,2,0.4,0.196691065,true,1.865559112228843e-12,0.039999961287685334,0.03999998925071394,[0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.020905172636568523; 0.09342265856233306; 0.1755994892480642]
64,2,4,2,2,0.4,0.215769038,true,2.0734697470996627e-14,0.0399999767441103,0.04000000022051712,[0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.030257011710194143; 0.04586336028919771; 0.1923046162351607]
65,2,4,2,2,0.4,0.212188202,true,5.139702810437807e-15,0.039999984669676775,0.039999999950954615,[0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.08159364692453247; -0.08403552052873342; 0.1621126400717093]
66,2,4,2,2,0.4,0.228807544,true,1.2668271185401335e-12,0.03999999996453579,0.0399999999962417,[0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.08744470456973381; 0.09724591392725611; -0.15131640977489746]
67,2,4,2,2,0.4,0.230437504,true,6.781947416522351e-15,0.039999999945786846,0.03999999999787555,[0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; -0.01686084620505503; -0.0070406612572419276; -0.19916360348796228]
68,2,4,2,2,0.4,0.232438115,true,1.2819040909059906e-12,0.039999999872112876,0.03999999998580794,[0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0062150597920911585; 0.1555521736346092; 0.12555833030639238]
69,2,4,2,2,0.4,0.222551114,true,3.7547813880905954e-11,0.03999999910452024,0.040000000027989015,[0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.011158824956573747; -0.19196806126728014; 0.0549885813498615]
70,2,4,2,2,0.4,0.234042887,true,2.7247868593612197e-13,0.03999999934075157,0.039999999977264555,[0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.1548534152608505; -0.08728872314626705; -0.09165750702231068]
71,2,4,2,2,0.4,0.238259814,true,2.6132306742981596e-12,0.03999996683555519,0.03999998305982916,[0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.1813081415354492; 0.016908111325692397; -0.08271320078657046]
72,2,4,2,2,0.4,0.191918302,true,4.049934652881892e-12,0.03999995450204053,0.03999998483548721,[0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; -0.1315245078449557; -0.008788041426688185; 0.15041301195051246]
73,2,4,2,2,0.4,0.246566638,true,1.324798695758981e-11,0.03999999819618923,0.03999999998776976,[0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; -0.0870823921250425; -0.1784234628186184; -0.024118973808879916]
74,2,4,2,2,0.4,0.214373543,true,4.293546064866949e-12,0.03999993043624932,0.039999983967289134,[0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.08413870332724399; -0.16326890249195905; -0.07914508248451824]
75,2,4,2,2,0.4,0.253775009,true,7.915666423980837e-15,0.03999999990771853,0.039999999993192495,[0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.05809368091234758; 0.14708230297032973; 0.12244149783059044]
76,2,4,2,2,0.4,0.211207456,true,6.4069178387195896e-15,0.0399999844460237,0.03999999999177134,[0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.046474568027600166; -0.047011786575000616; 0.18875912282502946]
77,2,4,2,2,0.4,0.22693975,true,4.10454660053214e-12,0.03999999997435776,0.04000000000168903,[0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.10899834760522785; -0.1644327391700644; -0.032882130532547564]
78,2,4,2,2,0.4,0.201107574,true,1.4614313756289526e-14,0.039999983145169137,0.0400000004452043,[0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.10564718744923307; -0.01496228010790924; 0.16915910249832578]
79,2,4,2,2,0.4,0.255172903,true,4.043357616730451e-12,0.03999995409489244,0.040000000673776265,[0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; -0.15735673401812944; 0.02139642156414736; -0.12157734741059688]
80,2,4,2,2,0.4,0.306635566,true,7.797587992500633e-16,0.039999999997523815,0.040000000000194824,[0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; -0.17620421172490608; 0.08067350859870294; -0.04943542030548019]
81,2,4,2,2,0.4,0.224150603,true,5.339972582525687e-12,0.03999991577418471,0.03999998250329655,[0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.021978460919818584; -0.1878717668495492; 0.06497035074881945]
82,2,4,2,2,0.4,0.255772822,true,3.3840770928696516e-12,0.039999960240018825,0.03999998985652261,[0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.053989697899077496; 0.17716908463947129; -0.07547335933147672]
83,2,4,2,2,0.4,0.235902335,true,3.243550407401151e-16,0.039999999949939295,0.04000000000084546,[0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; -0.08628186729316062; 0.13536169870213544; -0.11930067016105872]
84,2,4,2,2,0.4,0.242617962,true,4.9008101834224886e-23,0.03999999999759296,0.040000000000019076,[0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; -0.010833982149657709; 0.19366419053271341; -0.04875249876765068]
85,2,4,2,2,0.4,0.2768536,true,9.706532457422384e-14,0.03999999745913235,0.04000000011814513,[0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; -0.059726169072037476; -0.058958335351311376; -0.18153980120232782]
86,2,4,2,2,0.4,0.246176288,true,1.026634101880151e-17,0.039999999964544224,0.039999999998329455,[0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; -0.16476692856866115; -0.10155120634277655; 0.05039059178434542]
87,2,4,2,2,0.4,0.249841109,true,6.278950066918837e-15,0.03999998441760207,0.040000000251315275,[0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.17357152228811212; -0.00016194330243717232; 0.09936246990163938]
88,2,4,2,2,0.4,0.324803956,true,2.7626975294659454e-12,0.0399999999654376,0.04000000000307552,[0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.07866000503329042; -0.16798494924366947; 0.07479077774541804]
89,2,4,2,2,0.4,0.25997995,true,1.0113806867251621e-10,0.03999998001694349,0.03999999953654159,[0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; -0.03227128728420078; 0.0269824581348068; 0.19552624112896966]
90,2,4,2,2,0.4,0.240638602,true,8.858645189545443e-14,0.03999999992314367,0.03999999999783241,[0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; -0.08030140195056563; 0.03912595334033008; -0.1789436911991703]
91,2,4,2,2,0.4,0.272930726,true,2.4448286535346943e-10,0.03999994759571013,0.03999999959906744,[0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; -0.14031010343328426; -0.14246786497140446; -0.003997790018340852]
92,2,4,2,2,0.4,0.244599942,true,1.3985925120991766e-14,0.03999997830469511,0.040000000050481,[0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.010844999128376706; -0.17386568415261613; 0.09825024105847396]
93,2,4,2,2,0.4,0.272082778,true,1.166213441853374e-11,0.0399999999113608,0.040000000015721626,[0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; -0.196116114612002; -0.02885159075303588; -0.02657170112189723]
94,2,4,2,2,0.4,0.22393792,true,6.835246600243168e-14,0.039999999983143325,0.03999999999891918,[0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; -0.07345340622642565; 0.16306260658418414; 0.08952755691800873]
95,2,4,2,2,0.4,0.203410954,true,1.7312392016966815e-12,0.039999969530024174,0.03999999118913381,[0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.09890673210565412; -0.12365304857966178; -0.12217766539403255]
96,2,4,2,2,0.4,0.278123775,true,1.3176432649391473e-15,0.03999999956784609,0.03999999999576274,[0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; -0.1969142097693174; 0.01583593169517475; 0.03120924956276619]
97,2,4,2,2,0.4,0.23379397,true,7.273856209930681e-15,0.03999998138049456,0.03999999913445204,[0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.022059558495157658; 0.17444610738691374; 0.09529916839381171]
98,2,4,2,2,0.4,0.267836088,true,9.55295143009454e-16,0.03999999999815735,0.04000000000026291,[0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; -0.17938965155897502; 0.0728520476371708; -0.05011917865070142]
99,2,4,2,2,0.4,0.252085822,true,1.571803412154549e-12,0.03999999996205454,0.04000000000135278,[0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.16929087143172272; -0.03325513806521097; -0.10116667752848113]
100,2,4,2,2,0.4,0.24554034,true,4.853045720311259e-15,0.03999999997964809,0.03999999999827291,[0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.07614686704965268; -0.1848262799150118; 0.006395380465634708]
