id,d,n,m,K,ε,time,exact,sqerror,optval,dist_after_rounding,ν
147,2,3,1,2,0.4,0.005104318,true,9.128587195111014e-10,0.039999987110960325,0.040000000123870096,[0.0; 0.0; 0.0; -0.0997689119614686; -0.019821663738485103; -0.17220123650155117]
148,2,3,1,2,0.4,0.005594084,true,1.7696785536406692e-10,0.03999999527714116,0.03999999961112338,[0.0; 0.0; 0.0; -0.06960940591837432; -0.1785496199280201; 0.05722380476034916]
149,2,3,1,2,0.4,0.005147043,true,1.249495221650992e-9,0.03999997335575603,0.03999999996021647,[0.0; 0.0; 0.0; -0.15826467117582313; 0.11481348844989409; -0.04207323053408941]
150,2,3,1,2,0.4,0.006151484,true,1.4581150429484923e-9,0.03999998532802973,0.03999999973892432,[0.0; 0.0; 0.0; -0.06009497208039898; 0.0496653092464773; -0.18417912853553153]
151,2,3,1,2,0.4,0.00761816,true,7.826533499952712e-10,0.03999997822884281,0.03999999892223275,[0.0; 0.0; 0.0; -0.145594524532586; -0.07752300816155229; 0.11310357037562571]
152,2,3,1,2,0.4,0.005325177,true,1.8461197126491702e-9,0.03999997881015677,0.0400000006226792,[0.0; 0.0; 0.0; -0.03370085451125803; 0.061230867034526675; -0.18739005663964975]
153,2,3,1,2,0.4,0.005484071,true,3.6178209493034585e-11,0.03999999787762665,0.039999999923077914,[0.0; 0.0; 0.0; 0.19513159436271932; 0.001728758680200198; 0.04382547518155179]
154,2,3,1,2,0.4,0.004857564,true,1.7451360359308605e-9,0.03999998201832122,0.04000000046518632,[0.0; 0.0; 0.0; -0.023867770610808827; -0.018741865843431512; -0.19768427350393009]
155,2,3,1,2,0.4,0.005100667,true,1.7459308503902625e-14,0.0399999981758099,0.03999999988082531,[0.0; 0.0; 0.0; 0.03500692149911804; 0.06315443279413226; 0.18651014199127625]
156,2,3,1,2,0.4,0.004889674,true,9.238551966603952e-11,0.03999999598195991,0.0399999994297254,[0.0; 0.0; 0.0; 0.13592702209873997; -0.14670165683721434; 0.0015711602670838484]
157,2,3,1,2,0.4,0.004477308,true,1.4014970975622506e-9,0.039999969736882794,0.03999999793051166,[0.0; 0.0; 0.0; -0.06660870035467442; 0.10582172437317144; 0.15609306098526524]
158,2,3,1,2,0.4,0.004598116,true,5.0347929308181045e-11,0.03999999509455614,0.03999999942872771,[0.0; 0.0; 0.0; -0.016350123707579673; 0.1501128294003008; 0.1311442408349792]
159,2,3,1,2,0.4,0.004627023,true,5.7547708049844384e-11,0.03999999671851637,0.03999999965577094,[0.0; 0.0; 0.0; 0.1644480668586463; -0.09504266847445725; -0.06263963981145339]
160,2,3,1,2,0.4,0.004925168,true,7.585867309710011e-11,0.039999996121631895,0.039999999543870395,[0.0; 0.0; 0.0; 0.12337817878933544; 0.15406490845867768; -0.03227737567160708]
161,2,3,1,2,0.4,0.004986919,true,1.6976578865777991e-9,0.03999996375696372,0.03999999869232034,[0.0; 0.0; 0.0; -0.14021493731126408; 0.10664903550824688; 0.09468766857389083]
162,2,3,1,2,0.4,0.005361247,true,1.5914799915473233e-10,0.03999999362025696,0.03999999969979123,[0.0; 0.0; 0.0; -0.17907660070160628; 0.042643729996486565; 0.07818620960977846]
163,2,3,1,2,0.4,0.005639244,true,2.3577381376800096e-9,0.03999996569623892,0.04000000035234072,[0.0; 0.0; 0.0; -0.12290616503758883; 0.1401840322877794; -0.07240519102448245]
164,2,3,1,2,0.4,0.006040621,true,2.4852941169089222e-11,0.039999998335881304,0.039999999903303454,[0.0; 0.0; 0.0; 0.06564845929261823; -0.06796691058967692; -0.17626905246639388]
165,2,3,1,2,0.4,0.005965137,true,5.572179077305715e-13,0.03999999876265269,0.03999999996726025,[0.0; 0.0; 0.0; 0.06479979064806293; -0.040614399603305824; 0.18480113007454857]
166,2,3,1,2,0.4,0.005515628,true,1.0819081710979717e-10,0.03999999696985366,0.03999999976685296,[0.0; 0.0; 0.0; -0.07596322965924227; 0.18415180189750446; -0.017824185749691086]
167,2,3,1,2,0.4,0.005317593,true,5.3603734833933965e-11,0.03999999728772106,0.039999999810151565,[0.0; 0.0; 0.0; 0.18104827229862364; 0.0761240307698986; 0.037771087315921485]
168,2,3,1,2,0.4,0.00535418,true,1.9461862016486684e-10,0.03999999543128657,0.03999999969535348,[0.0; 0.0; 0.0; -0.08536548575456393; 0.17520992908603894; 0.04488000213405243]
169,2,3,1,2,0.4,0.005332404,true,8.624817955754352e-11,0.0399999956144091,0.03999999948452734,[0.0; 0.0; 0.0; -0.021829103048045112; 0.19690743016102874; 0.027403543703277397]
170,2,3,1,2,0.4,0.004790754,true,6.037369777011162e-10,0.039999986104225935,0.04000000017825847,[0.0; 0.0; 0.0; -0.14346681326703128; 0.07018010699968362; -0.12038283130295509]
171,2,3,1,2,0.4,0.00489964,true,8.17713103306474e-11,0.03999999638386514,0.03999999954118378,[0.0; 0.0; 0.0; -0.002490939426268742; -0.1964547205405335; -0.03740772644943219]
172,2,3,1,2,0.4,0.004486817,true,1.167868546013937e-9,0.0399999760807348,0.03999999960297343,[0.0; 0.0; 0.0; -0.1583025247159212; -0.1135306827436172; -0.04528901350585263]
173,2,3,1,2,0.4,0.004500481,true,2.88559603489134e-11,0.03999999680026358,0.039999999973664484,[0.0; 0.0; 0.0; -0.19926870645112715; 0.016070995785847968; -0.005805663075461304]
174,2,3,1,2,0.4,0.004277837,true,7.395193516172738e-11,0.03999999750713349,0.0399999998883481,[0.0; 0.0; 0.0; -0.18788623309496316; 0.024192818614520828; 0.06413634648832175]
175,2,3,1,2,0.4,0.004342215,true,1.2820173928946969e-9,0.03999997306317512,0.03999999813423862,[0.0; 0.0; 0.0; -0.05990763284972026; 0.10272379173110197; 0.16080702142235054]
176,2,3,1,2,0.4,0.004618592,true,4.456574397113962e-11,0.03999999715198673,0.03999999982676691,[0.0; 0.0; 0.0; 0.18123769353734775; -0.01806673472752624; -0.08262258491204219]
177,2,3,1,2,0.4,0.004721519,true,6.467233996789393e-11,0.039999996926348834,0.03999999964990819,[0.0; 0.0; 0.0; 0.16428460050202065; -0.10109940850894275; 0.052815524583529366]
178,2,3,1,2,0.4,0.004439387,true,1.0875779254915707e-9,0.03999998607471511,0.04000000039599183,[0.0; 0.0; 0.0; -0.09783371238845955; 0.0593563268877266; -0.1640286291434807]
179,2,3,1,2,0.4,0.004318961,true,6.961822866399338e-10,0.03999997950775267,0.039999999219392506,[0.0; 0.0; 0.0; -0.16913149026550087; -0.08138771501205848; 0.06906937704718885]
180,2,3,1,2,0.4,0.004608056,true,4.4302038578384296e-11,0.039999996875689406,0.03999999975928423,[0.0; 0.0; 0.0; 0.18464905766785855; -0.06697979885319298; -0.03766207705315342]
181,2,3,1,2,0.4,0.004330439,true,4.2707515638899637e-10,0.039999988620569055,0.039999999265819736,[0.0; 0.0; 0.0; -0.11375577193959674; 0.048227475084593185; 0.15726962515817033]
182,2,3,1,2,0.4,0.0043347,true,1.2957590129038633e-9,0.03999997216669904,0.03999999977154115,[0.0; 0.0; 0.0; -0.1676225955595605; -0.10855664736929785; 0.010868291945560344]
183,2,3,1,2,0.4,0.00446446,true,6.957822281588157e-11,0.039999996301413814,0.039999999353574574,[0.0; 0.0; 0.0; -0.017834624645527482; 0.19888866165829847; 0.011190461452685053]
184,2,3,1,2,0.4,0.004445717,true,2.980741552770805e-10,0.03999998567461516,0.039999999799154355,[0.0; 0.0; 0.0; 0.03368398677650233; 0.16859414173184697; -0.10218319044022023]
185,2,3,1,2,0.4,0.004181966,true,4.718327315312758e-10,0.03999998774002744,0.04000000005938238,[0.0; 0.0; 0.0; -0.16490600057903237; -0.0703334855675196; -0.08865219557885573]
186,2,3,1,2,0.4,0.004528403,true,4.742771026107481e-11,0.03999999711204126,0.03999999975925385,[0.0; 0.0; 0.0; 0.19203858885938552; -0.05241684489682509; -0.01933015157617936]
187,2,3,1,2,0.4,0.004451148,true,2.523404314356588e-10,0.03999998556355555,0.03999999639365935,[0.0; 0.0; 0.0; 0.011250480210263683; -0.19667487448642226; 0.03453144133667913]
188,2,3,1,2,0.4,0.004193523,true,1.7208691301875404e-9,0.039999979252959644,0.04000000053852688,[0.0; 0.0; 0.0; -0.03734617645966933; -0.04297731537254365; -0.19172431631697676]
189,2,3,1,2,0.4,0.004474127,true,1.945898622568113e-12,0.03999999915349338,0.03999999994341402,[0.0; 0.0; 0.0; 0.0640197684259859; 0.01640434502615063; 0.18876537477764865]
190,2,3,1,2,0.4,0.00423457,true,1.5106438603347469e-9,0.039999986373981555,0.03999999929189911,[0.0; 0.0; 0.0; -0.0776482213309674; -0.03975662006666439; -0.1799726781625811]
191,2,3,1,2,0.4,0.004435689,true,7.942086496794892e-11,0.039999996367451995,0.03999999953616424,[0.0; 0.0; 0.0; 0.1565698457650941; 0.12444035336186066; 0.000694155796556851]
192,2,3,1,2,0.4,0.004442304,true,7.689086428852578e-11,0.03999999608333549,0.03999999964795791,[0.0; 0.0; 0.0; 0.004589189504835457; -0.19983424299538854; -0.006724185166153879]
193,2,3,1,2,0.4,0.004415943,true,7.83881934554426e-11,0.0399999966483819,0.03999999956456255,[0.0; 0.0; 0.0; 0.16120522742259355; -0.11472537045436858; 0.029171287694200028]
194,2,3,1,2,0.4,0.004706655,true,2.999303979004515e-9,0.03999995804541667,0.039999999724478624,[0.0; 0.0; 0.0; -0.13594725565999413; 0.14474538591768787; 0.023814217057375735]
195,2,3,1,2,0.4,0.005220459,true,8.575113749554681e-11,0.03999999653859342,0.03999999971741726,[0.0; 0.0; 0.0; 0.08091080829201597; -0.1687376745286493; -0.0705764712648364]
196,2,3,1,2,0.4,0.00498886,true,9.758066422497052e-11,0.039999996670983126,0.039999999649818554,[0.0; 0.0; 0.0; 0.07401817109782373; -0.16180456570587398; -0.09132684634907093]
197,2,3,1,2,0.4,0.027052187,true,2.183515307755995e-12,0.03999999799897145,0.03999999984299446,[0.0; 0.0; 0.0; 0.1406957089820011; -0.03731734631382461; 0.1371573298739303]
198,2,3,1,2,0.4,0.005222136,true,5.321597216111478e-10,0.03999998298078378,0.039999999181148535,[0.0; 0.0; 0.0; -0.16367523999862574; 0.07193277478095628; 0.08964425092388528]
199,2,3,1,2,0.4,0.005089646,true,2.408707955095751e-10,0.0399999898978583,0.04000000040141353,[0.0; 0.0; 0.0; -0.1900693801760454; -0.06166640751373273; -0.00841931730273691]
200,2,3,1,2,0.4,0.005065315,true,1.6824546207545386e-10,0.03999999511664638,0.03999999974789984,[0.0; 0.0; 0.0; -0.13811210220975823; 0.12763519864252473; 0.06807571733507149]
