id,d,n,m,K,ε,time,exact,sqerror,optval,dist_after_rounding,ν
1054,2,2,1,2,0.4,0.002568472,true,1.4747515373788104e-10,0.03999999822238909,0.03999999991389922,[0.0; 0.0; 0.2]
1055,2,2,1,2,0.4,0.00257223,true,1.4747515373788104e-10,0.03999999822238909,0.03999999991389922,[0.0; 0.0; 0.2]
1056,2,2,1,2,0.4,0.002699323,true,3.4852610344756674e-9,0.03999998028646212,0.04000000156867128,[0.0; 0.0; -0.2]
1057,2,2,1,2,0.4,0.002885651,true,3.4852610344756674e-9,0.03999998028646212,0.04000000156867128,[0.0; 0.0; -0.2]
1058,2,2,1,2,0.4,0.003881449,true,1.4747515373788104e-10,0.039999998222389206,0.03999999991389922,[0.0; 0.0; 0.2]
1059,2,2,1,2,0.4,0.003819561,true,1.4747515373788104e-10,0.0399999982223892,0.03999999991389922,[0.0; 0.0; 0.2]
1060,2,2,1,2,0.4,0.003623939,true,1.4747515373788104e-10,0.03999999822238931,0.03999999991389922,[0.0; 0.0; 0.2]
1061,2,2,1,2,0.4,0.003104184,true,3.4852610344756674e-9,0.03999998028646223,0.04000000156867128,[0.0; 0.0; -0.2]
1062,2,2,1,2,0.4,0.003520597,true,1.4747515373788104e-10,0.039999998222389276,0.03999999991389922,[0.0; 0.0; 0.2]
1063,2,2,1,2,0.4,0.004176052,true,1.4747515373788104e-10,0.03999999822238909,0.03999999991389922,[0.0; 0.0; 0.2]
1064,2,2,1,2,0.4,0.003525548,true,3.4852610344756674e-9,0.03999998028646219,0.04000000156867128,[0.0; 0.0; -0.2]
1065,2,2,1,2,0.4,0.003908795,true,3.4852610344756674e-9,0.03999998028646212,0.04000000156867128,[0.0; 0.0; -0.2]
1066,2,2,1,2,0.4,0.003333118,true,1.4747515373788104e-10,0.03999999822238909,0.03999999991389922,[0.0; 0.0; 0.2]
1067,2,2,1,2,0.4,0.003662791,true,1.4747515373788104e-10,0.03999999822238953,0.03999999991389922,[0.0; 0.0; 0.2]
1068,2,2,1,2,0.4,0.003434939,true,3.4852610344756674e-9,0.03999998028646212,0.04000000156867128,[0.0; 0.0; -0.2]
