id,d,n,m,K,ε,time,exact,sqerror,optval,dist_after_rounding,ν
1,3,3,2,3,0.04,10.982984994,false,0.000310038293862012,9.074484361093482e-5,9.07470116516204e-5,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0023047894662318047, -0.017411438357154318, 0.0039409677812778585, 0.008717713736886049]"
2,3,3,2,3,0.04,10.172183934,false,0.00025982523152826915,0.0001403136051281173,0.00014031199389819116,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.015917322118856658, -0.002513374399404115, 0.0024030980550135885, 0.011599436427299657]"
3,3,3,2,3,0.04,9.533866031,false,0.0002136551120769036,0.00018652775287830714,0.0001864960394865448,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.007770275210871702, -0.01236703308159473, 0.0017887015820438057, -0.013545473877146136]"
4,3,3,2,3,0.04,10.662272881,false,0.00012556880470652936,0.0002746292197670641,0.0002746268105715025,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.003683918733372149, -0.01056509306961094, 0.002473717400373933, 0.016391713559584194]"
5,3,3,2,3,0.04,10.550838082,false,0.0002538319257923336,0.00014638345794603007,0.0001463814240123907,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.015450973770458676, 0.0038492749122668057, 0.007121584361612019, -0.009784351198461336]"
6,3,3,2,3,0.04,11.755136819,false,0.00012952133402741183,0.00027163617696368547,0.00027164040971242633,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.004445762346318327, 0.010367551511029454, 0.015431085219232145, -0.005884783919822693]"
7,3,3,2,3,0.04,9.868559719,false,0.00031267648456662344,8.762532764840044e-5,8.762378470262948e-5,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01537664348969714, 0.008704571529756623, 0.0033281908564286554, 0.008758562387589012]"
8,3,3,2,3,0.04,8.82564218,false,4.048217767583297e-6,0.00039600802742301155,0.000396001426871136,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0007954924830686494, -0.0018233876918680796, 0.018812394377620764, -0.0064912453978715106]"
9,3,3,2,3,0.04,9.597005761,false,0.000314284915088368,8.54559295202506e-5,8.54537770369479e-5,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.017632629775884978, 0.00191273420433645, -0.009213617688356832, 0.0007355706240289944]"
10,3,3,2,3,0.04,10.482810992,false,6.65207176018956e-5,0.0003333725003886734,0.0003333703721672036,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.007288471392749685, -0.0036944330197749902, -0.015885015713407745, 0.00899419953104522]"
11,3,3,2,3,0.04,10.027513026,false,0.00011945716083920611,0.0002808872041308863,0.00028089990926851474,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.005835009425412041, -0.009201085920362194, 0.006893483409708547, -0.01528962293097962]"
12,3,3,2,3,0.04,10.44878756,false,0.00016746802098877676,0.00023253297813819054,0.00023253115538356727,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.012592528450455331, 0.002986775949674776, -0.003978609284927008, 0.014719988614425248]"
13,3,3,2,3,0.04,9.712553667,false,0.00012343987080487017,0.00027752689488291793,0.0002775186854182549,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.003020697225901481, 0.010602027203266818, 0.012595729443436565, 0.010946232559121279]"
14,3,3,2,3,0.04,9.541661313,false,0.0002859361152058359,0.00011567054677019684,0.00011566643686994206,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.004160185064288724, -0.016291253883932103, 0.009110506952934048, -0.005855473523181271]"
15,3,3,2,3,0.04,9.073349892,false,0.00016634568257855345,0.0002334556996075321,0.00023345984927584796,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.010430117844335562, -0.0076221352344205216, -0.009025567749353917, 0.01231482127451723]"
16,3,3,2,3,0.04,9.480096949,false,0.000328029357427659,7.118131756378432e-5,7.117873082797412e-5,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.009147914044879246, 0.01568121974151882, -0.004604280684170707, 0.007015384196683286]"
17,3,3,2,3,0.04,10.250674889,false,0.00028162282854681664,0.00011826168962159045,0.000118249661314081,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.016058751655643633, 0.004888139242012545, -0.0016849517847785796, 0.010741672472014449]"
18,3,3,2,3,0.04,9.60694806,false,0.00022915597303311343,0.00017135028944359476,0.00017136850959262507,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.005072342911301764, -0.01422406365358183, 0.004314251050170761, 0.01238283442694439]"
19,3,3,2,3,0.04,9.782607875,false,5.279124721555281e-5,0.0003471138554880289,0.0003471149486319911,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0036602943592556336, -0.006293816973313075, -0.004805755580946649, -0.017997078274159885]"
20,3,3,2,3,0.04,9.73581723,false,0.00017975837208575763,0.00021998308362825014,0.00021996692532525835,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.010521260087596573, -0.008344558093887107, -0.006448240858535447, 0.013345097460011474]"
