n,m,K,ε,avgtime,avgexact,avgsqerror,nsamples
2,1,3,0.02,0.04400409949999999,1.0,2.9545950318329083e-10,20
3,1,3,0.02,0.020260859149999998,1.0,1.5716828073565737e-9,20
3,2,3,0.02,10.0045655927,0.0,0.00019619878328720357,20
3,3,3,0.02,1400.8037833793333,0.0,0.00040003972209167534,3
4,1,3,0.02,1.7575070495999998,1.0,4.0760072456796996e-9,10
4,2,3,0.02,230.9027767,0.0,4.141349772201982e-5,1
