id,d,n,m,K,ε,time,exact,sqerror,optval,dist_after_rounding,ν
1,3,3,3,3,0.04,1480.9989865,false,0.0003999850740208856,-8.16977117068518e-8,9.517562280538539e-11,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.020000000000000018]"
2,3,3,3,3,0.04,1459.087933664,false,0.0003999850740208856,-8.169774201594038e-8,9.517562280538414e-11,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.020000000000000018]"
3,3,3,3,3,0.04,1262.324429974,false,0.00040014901823325473,-4.431507072411023e-8,3.9639177142396267e-10,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.020000000000000018]"
