id,d,n,m,K,ε,time,exact,sqerror,optval,dist_after_rounding,ν
1,2,4,1,2,0.4,0.013543012,true,1.0985808796020919e-10,0.039999998685396575,0.04000000012708076,"[0.0, 0.0, 0.0, 0.0, 0.038979082179507435, -0.05485148590718672, -0.13927147670656329, 0.02557404948731424, 0.0032923942306794084, 0.12413915399760181]"
2,2,4,1,2,0.4,0.011759606,true,8.754232615906537e-11,0.03999999743354349,0.03999999992805105,"[0.0, 0.0, 0.0, 0.0, -0.11649043044512196, -0.06390163756963478, 0.04183773261312059, -0.03067440263101702, 0.030364006882491936, 0.13686954580801575]"
3,2,4,1,2,0.4,0.010734153,true,1.0529873099709671e-10,0.03999999873883012,0.04000000010015754,"[0.0, 0.0, 0.0, 0.0, 0.14547399063876856, 0.08594593806743216, -0.025647136644884175, -0.06304297498654671, -0.013429471379835961, 0.08147435647222412]"
4,2,4,1,2,0.4,0.012638142,true,9.622226093353022e-11,0.039999998567253864,0.040000000113227956,"[0.0, 0.0, 0.0, 0.0, 0.009120338303056254, 0.09851082632271624, 0.12254869663674538, 0.024429297230096084, -0.08596558213167875, 0.08489629912248008]"
5,2,4,1,2,0.4,0.014806957,true,5.716132606640094e-11,0.03999999771065721,0.03999999968475676,"[0.0, 0.0, 0.0, 0.0, -0.04427664528608824, 0.12741387194303863, -0.02397822951215704, 0.012100378156138117, -0.13264371356491653, -0.059072451517962615]"
6,2,4,1,2,0.4,0.012990946,true,9.820071151630755e-11,0.0399999985539708,0.04000000004549878,"[0.0, 0.0, 0.0, 0.0, 0.13398625082921403, 0.06772802848666198, -0.0007919645594493272, 0.04009579666375808, -0.11403046423397485, -0.053379320477692296]"
7,2,4,1,2,0.4,0.01230688,true,1.1445778476023779e-10,0.03999999832549639,0.04000000004553549,"[0.0, 0.0, 0.0, 0.0, -0.024310060893733394, -0.04937524688341478, 0.028494438045294803, 0.026965965357832113, -0.10593041173599203, 0.1555980639879272]"
8,2,4,1,2,0.4,0.011628787,true,7.221777652852096e-11,0.039999998018367074,0.0399999997808583,"[0.0, 0.0, 0.0, 0.0, -0.0693266008318364, -0.005797981561136481, -0.17964902350002016, 0.034255393224910384, 0.039949870962181805, -0.010817117338780456]"
9,2,4,1,2,0.4,0.011096346,true,5.743727004785096e-11,0.03999999774708508,0.03999999976417615,"[0.0, 0.0, 0.0, 0.0, -0.11620143661948146, 0.03639372477425969, -0.04754819067410932, 0.0612757657672651, 0.12356673699200404, -0.06235731334035142]"
10,2,4,1,2,0.4,0.010892212,true,9.102556104598792e-11,0.03999999759899804,0.03999999999061665,"[0.0, 0.0, 0.0, 0.0, -0.05758652613998521, -0.04195825084909406, 0.13102176481783812, 0.04303415658949971, -0.10427037175634389, 0.07093902506559198]"
