id,d,n,m,K,ε,time,exact,sqerror,optval,dist_after_rounding,ν
1,2,7,1,2,0.4,0.25824853,true,1.4741962464038505e-11,0.03999999489811694,0.04000000000931658,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.11430639108553026, -0.05264801782968747, -0.010978781703817483, 0.02545515891616555, 0.031051482236467816, -0.03534794472323185, -0.004151261496342876, -0.021794814927925385, 0.020070586002230356, -0.036965294394610465, -0.004022963999356461, -0.01881000423471829, -0.07081748526518648, -0.055678181281057504, -0.017479700263741516, 0.03200211599488192, -0.03684019587041512, -0.010901774252905795, -0.06506238517067739, 0.004379460310419035, 0.0580978660263253]"
2,2,7,1,2,0.4,0.112277983,true,1.5571661253546792e-12,0.03999999732962398,0.040000000049090795,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03293628938326435, -0.04144694206781502, 0.08903512776124517, -0.047231055209695776, 0.012446477095857627, -0.0545673476647638, -0.025924490204676555, 0.045409713732569884, -0.013343531845464152, 0.097819057155901, -0.03899064878372894, -0.016830317032835468, -0.02187873292906812, -0.01514190522291952, -0.025128611692198835, 0.06357184015422343, -0.032354889427289, 0.005309244412170694, 0.042240129086481046, -0.009305358005328291, -0.035998865868941916]"
3,2,7,1,2,0.4,0.087472931,true,1.2178507376214125e-12,0.03999999830610701,0.04000000000939098,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.052120817919970655, -0.054729794948350945, 0.0324243003685791, 0.042266591191900585, -0.02840872983798738, 0.052314042187573566, 0.01954488245178892, 0.035901744009443536, 0.0024171843019303967, -0.032613264484797524, -0.02643892108218089, -0.011554350238989129, -0.060737602131919734, -0.04319343468798692, -0.03812004359635508, -0.09428713416912587, 0.026967932703535393, 0.07597052033684526, 0.04294739455910759, -0.009499617401354517, 0.0014452182977627692]"
4,2,7,1,2,0.4,0.098450895,true,3.842759283355034e-12,0.03999999702553487,0.04000000001321616,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05048040022856807, -0.005033620908115519, -0.01637422794933283, 0.020575889101804485, 0.007220373999032104, -0.10936091526743004, 0.031034813195389907, -0.037524036507469674, -0.007995429395903485, 0.0019471146250809646, -0.09450293490709882, -0.056675615930953785, -0.012012539222158244, -0.014639622143517106, 0.013208494954096373, -0.03931616913781444, -0.019569366710219343, -0.05089876315504847, -0.06144422525061673, 0.032391198725091344, -0.016249078934123924]"
5,2,7,1,2,0.4,0.093776711,true,2.716810803682091e-12,0.03999999635512955,0.04000000005603276,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.009284610593380212, -0.0121363423058803, 0.031959614632183435, 0.0039981916604149145, -0.0074416458510499555, 0.0005870479014933483, 0.09587149186235587, -0.01744689827180789, 0.008492730579380594, -0.0015736758079750567, -0.0018018104809520348, -0.04830956126837521, 0.060728661144546614, -0.08712281884298222, 0.05239014062868727, 0.0233486167495623, 0.02351542820922837, -0.04822760990422002, 0.017036904489936933, -0.09348574856742255, 0.017000588267201612]"
