id,d,n,m,K,ε,time,exact,sqerror,optval,dist_after_rounding,ν
1,2,7,3,2,0.4,1676.630456521,true,1.5584004334042961e-9,0.0399995584773185,0.04000001441162802,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.09202871716595512, -0.058552372983487734, 0.09381874166688034, -0.010283146744867584, 0.018099768096666028, 0.003724733685936046, -0.07191622159546068, -0.07709504883415978, 0.07654291288945562, 0.04334458670655375]"
2,2,7,3,2,0.4,1562.659219426,true,9.048085602216625e-11,0.03999972716446226,0.039999996163960064,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.02836268489835139, 0.004571385841117192, 0.0050099653675150626, -0.03029433732854339, 0.09131811250231545, -0.09111626279282073, 0.007269595586018203, 0.11891506785698841, 0.03062622442813829, 0.08036813353086018]"
3,2,7,3,2,0.4,1580.571103833,true,4.70822583997136e-10,0.03999973088729665,0.03999999150810013,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0004193963233036386, 0.04848149605078608, -0.025315936622900038, -0.10652577442885897, -0.028211931447412006, -0.05226821605930511, -0.13738497150565307, -0.020481921571762263, 0.006968089558749785, 0.05282194731021766]"
4,2,7,3,2,0.4,1772.103805123,true,1.1471135486509e-9,0.03999968995185471,0.03999997454417682,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.057607346234104476, -0.07890537557637878, 0.052072384777711735, 0.025313176869930665, 0.1018487315747583, -0.014980765195053956, -0.0602920505997968, -0.02104139273144966, -0.10549912250086038, -0.03602112316478425]"
5,2,7,3,2,0.4,1780.849160841,true,1.2120796622475693e-10,0.03999990198957131,0.04000000122196988,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09264416904679525, -0.043816408049377635, -0.028419602602175204, 0.04081824691564087, -0.09847357826025088, 0.028430662273031062, -0.032013878091646845, 0.03130515724219272, 0.08087914825721448, -0.0892843277291645]"
