id,d,n,m,K,ε,time,exact,sqerror,optval,dist_after_rounding,ν
1,2,3,2,2,0.4,0.218661027,true,3.7077213997784035e-12,0.039999999386313295,0.04000000018112198,"[0.0, 0.0, 0.0, 0.0, 0.0, -0.2]"
2,2,3,2,2,0.4,0.087935264,true,3.7077213997784035e-12,0.03999999938631363,0.04000000018112198,"[0.0, 0.0, 0.0, 0.0, 0.0, -0.2]"
3,2,3,2,2,0.4,0.046028747,true,2.447620042697109e-11,0.03999998721141943,0.03999999805380234,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.2]"
4,2,3,2,2,0.4,0.054230999,true,2.447620042697109e-11,0.03999998721141935,0.03999999805380234,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.2]"
5,2,3,2,2,0.4,0.061782929,true,2.447620042697109e-11,0.0399999872114194,0.03999999805380234,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.2]"
6,2,3,2,2,0.4,0.08674059,true,2.447620042697109e-11,0.03999998721141947,0.03999999805380234,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.2]"
7,2,3,2,2,0.4,0.06994058,true,3.7077213997784035e-12,0.03999999938631349,0.04000000018112198,"[0.0, 0.0, 0.0, 0.0, 0.0, -0.2]"
8,2,3,2,2,0.4,0.074991153,true,3.7077213997784035e-12,0.039999999386313836,0.04000000018112198,"[0.0, 0.0, 0.0, 0.0, 0.0, -0.2]"
9,2,3,2,2,0.4,0.0744759,true,2.447620042697109e-11,0.0399999872114194,0.03999999805380234,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.2]"
10,2,3,2,2,0.4,0.082633328,true,3.7077213997784035e-12,0.03999999938631331,0.04000000018112198,"[0.0, 0.0, 0.0, 0.0, 0.0, -0.2]"
11,2,3,2,2,0.4,0.090953178,true,3.7077213997784035e-12,0.03999999938631296,0.04000000018112198,"[0.0, 0.0, 0.0, 0.0, 0.0, -0.2]"
12,2,3,2,2,0.4,0.118987555,true,3.7077213997784035e-12,0.03999999938631367,0.04000000018112198,"[0.0, 0.0, 0.0, 0.0, 0.0, -0.2]"
13,2,3,2,2,0.4,0.049693468,true,3.7077213997784035e-12,0.039999999386313684,0.04000000018112198,"[0.0, 0.0, 0.0, 0.0, 0.0, -0.2]"
14,2,3,2,2,0.4,0.049248605,true,2.447620042697109e-11,0.03999998721141912,0.03999999805380234,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.2]"
15,2,3,2,2,0.4,0.053960343,true,3.7077213997784035e-12,0.03999999938631371,0.04000000018112198,"[0.0, 0.0, 0.0, 0.0, 0.0, -0.2]"
16,2,3,2,2,0.4,0.051829755,true,3.7077213997784035e-12,0.03999999938631338,0.04000000018112198,"[0.0, 0.0, 0.0, 0.0, 0.0, -0.2]"
17,2,3,2,2,0.4,0.04743162,true,2.447620042697109e-11,0.0399999872114194,0.03999999805380234,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.2]"
18,2,3,2,2,0.4,0.050334726,true,2.447620042697109e-11,0.03999998721141995,0.03999999805380234,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.2]"
19,2,3,2,2,0.4,0.045657387,true,2.447620042697109e-11,0.03999998721141934,0.03999999805380234,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.2]"
20,2,3,2,2,0.4,0.050313827,true,3.7077213997784035e-12,0.039999999386313656,0.04000000018112198,"[0.0, 0.0, 0.0, 0.0, 0.0, -0.2]"
21,2,3,2,2,0.4,0.042660448,true,2.447620042697109e-11,0.03999998721141951,0.03999999805380234,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.2]"
22,2,3,2,2,0.4,0.043336932,true,2.447620042697109e-11,0.0399999872114194,0.03999999805380234,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.2]"
23,2,3,2,2,0.4,0.043193739,true,2.447620042697109e-11,0.03999998721141956,0.03999999805380234,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.2]"
24,2,3,2,2,0.4,0.04650348,true,2.447620042697109e-11,0.039999987211418786,0.03999999805380234,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.2]"
25,2,3,2,2,0.4,0.051570294,true,3.7077213997784035e-12,0.03999999938631338,0.04000000018112198,"[0.0, 0.0, 0.0, 0.0, 0.0, -0.2]"
26,2,3,2,2,0.4,0.047645623,true,2.447620042697109e-11,0.03999998721141984,0.03999999805380234,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.2]"
27,2,3,2,2,0.4,0.047710774,true,2.447620042697109e-11,0.039999987211419286,0.03999999805380234,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.2]"
28,2,3,2,2,0.4,0.088895804,true,3.7077213997784035e-12,0.0399999993863136,0.04000000018112198,"[0.0, 0.0, 0.0, 0.0, 0.0, -0.2]"
29,2,3,2,2,0.4,0.052033392,true,3.7077213997784035e-12,0.039999999386313045,0.04000000018112198,"[0.0, 0.0, 0.0, 0.0, 0.0, -0.2]"
30,2,3,2,2,0.4,0.046732194,true,2.447620042697109e-11,0.0399999872114194,0.03999999805380234,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.2]"
31,2,3,2,2,0.4,0.046369582,true,2.447620042697109e-11,0.03999998721141969,0.03999999805380234,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.2]"
32,2,3,2,2,0.4,0.046862514,true,2.447620042697109e-11,0.039999987211419175,0.03999999805380234,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.2]"
33,2,3,2,2,0.4,0.050959853,true,3.7077213997784035e-12,0.03999999938631318,0.04000000018112198,"[0.0, 0.0, 0.0, 0.0, 0.0, -0.2]"
34,2,3,2,2,0.4,0.05127269,true,3.7077213997784035e-12,0.039999999386313774,0.04000000018112198,"[0.0, 0.0, 0.0, 0.0, 0.0, -0.2]"
35,2,3,2,2,0.4,0.043545939,true,2.447620042697109e-11,0.03999998721141895,0.03999999805380234,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.2]"
36,2,3,2,2,0.4,0.048588837,true,3.7077213997784035e-12,0.0399999993863136,0.04000000018112198,"[0.0, 0.0, 0.0, 0.0, 0.0, -0.2]"
37,2,3,2,2,0.4,0.050798196,true,3.7077213997784035e-12,0.03999999938631343,0.04000000018112198,"[0.0, 0.0, 0.0, 0.0, 0.0, -0.2]"
38,2,3,2,2,0.4,0.048770207,true,3.7077213997784035e-12,0.03999999938631338,0.04000000018112198,"[0.0, 0.0, 0.0, 0.0, 0.0, -0.2]"
39,2,3,2,2,0.4,0.04818995,true,3.7077213997784035e-12,0.039999999386312934,0.04000000018112198,"[0.0, 0.0, 0.0, 0.0, 0.0, -0.2]"
40,2,3,2,2,0.4,0.051039341,true,3.7077213997784035e-12,0.039999999386313545,0.04000000018112198,"[0.0, 0.0, 0.0, 0.0, 0.0, -0.2]"
41,2,3,2,2,0.4,0.047437992,true,3.7077213997784035e-12,0.03999999938631313,0.04000000018112198,"[0.0, 0.0, 0.0, 0.0, 0.0, -0.2]"
42,2,3,2,2,0.4,0.049752566,true,3.7077213997784035e-12,0.039999999386313156,0.04000000018112198,"[0.0, 0.0, 0.0, 0.0, 0.0, -0.2]"
