id,d,n,m,K,ε,time,exact,sqerror,optval,dist_after_rounding,ν
1,2,5,2,2,0.4,1.491514606,true,2.814801406848632e-11,0.03999999976360784,0.039999999630802356,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.15826448782211497, -0.05208438199107667, -0.06225991402476308, -0.017181855062001476, -0.05326013185421087, -0.07232851694968445]"
2,2,5,2,2,0.4,1.452600526,true,5.148073834966551e-11,0.03999999900313866,0.040000000369271066,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.010077621012368213, -0.15862169979693955, 0.03780778930108417, -0.08427731806202003, 0.06333988528111982, -0.04683547340716423]"
3,2,5,2,2,0.4,1.515606986,true,6.445656924946698e-12,0.039999999234084926,0.040000000050753895,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.09169791069893285, 0.16323697117528796, 0.02778687298302524, -0.0645109337471834, -0.0024224372301777783, 0.0023548523788861817]"
4,2,5,2,2,0.4,1.549899592,true,4.200957284361612e-12,0.03999999991601903,0.03999999988773602,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.026933718666915903, 0.01403880529769938, -0.023280166467244304, -0.07633326460926795, -0.01183049577172435, 0.18046825947442616]"
5,2,5,2,2,0.4,1.681185124,true,2.0576520210875263e-9,0.03999995684928248,0.03999999581920967,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.07561541492149089, -0.023725544727415157, -0.0982980610079135, 0.0811927061760639, 0.13211700984161884, -0.0031207258834544988]"
6,2,5,2,2,0.4,1.499558136,true,5.618437402798067e-11,0.03999999931869502,0.04000000019177613,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.09481386308037437, 0.10605018754830559, 0.0810549978415292, -0.0919331244608626, 0.03558380655044164, -0.05895650729053773]"
7,2,5,2,2,0.4,1.836541641,true,1.765920702981618e-12,0.04000000058654507,0.039999999689495684,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04544461791055659, -0.016729541177294503, -0.09924748178710055, 0.14323516732259234, 0.08271786062706703, 0.021125550625485885]"
8,2,5,2,2,0.4,1.551287576,true,3.5634051182092824e-10,0.039999995131132234,0.04000000075452075,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.013982232949235396, -0.11943868149753004, 0.055492043450943024, -0.009506108175255205, 0.0901072589738223, -0.11937272479552613]"
9,2,5,2,2,0.4,1.461597522,true,3.781291571154633e-11,0.0399999996401761,0.040000000121899686,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.07689153489667416, 0.12636836428907736, 0.04601964755597094, -0.12354608181795655, -0.02668006673469795, -0.005045801564038251]"
10,2,5,2,2,0.4,1.574471428,true,5.1447132756983695e-12,0.03999999995566669,0.0400000000190492,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.13062972216732696, 0.0929508382985364, -0.09542783161469445, 0.053688575426763155, 0.046433439655806805, -0.012288972690145547]"
11,2,5,2,2,0.4,1.602281997,true,9.570910980928559e-12,0.03999999995315138,0.03999999990453184,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.12860290231097046, -0.029555986010531828, -0.07974092842747332, 0.032918097546723465, -0.03759389278520763, -0.1171845536784756]"
