n,m,space_dim,codim,relative_codim,max_nontrunc_eig,max_trunc_eig,solver_status
7,6,28,6,0,3.1761981564907202,9.803148008337749e-10,OPTIMAL
7,6,28,6,0,2.505813026823798,5.074112279528931e-9,OPTIMAL
7,6,28,6,0,3.9031924012012413,5.502173508103993e-10,OPTIMAL
7,6,28,6,0,3.9878136738720027,7.878874474744216e-9,OPTIMAL
7,6,28,6,0,7.050171670985887,2.6644308773859946e-9,OPTIMAL
7,6,28,6,0,4.74810560342734,5.085570752129636e-9,OPTIMAL
7,6,28,6,0,4.205943039013257,1.2997592848870419e-8,OPTIMAL
7,6,28,6,0,2.043031048477531,7.37585953301105e-10,OPTIMAL
7,6,28,6,0,23.84397786503308,6.173205891518667e-9,OPTIMAL
7,6,28,6,0,8.49742228433087,1.2723494796862765e-8,OPTIMAL
7,6,28,22,16,205.06042774702573,4.106293963896593e-8,OPTIMAL
7,6,28,6,0,4.478658217152465,3.963849515389855e-8,OPTIMAL
7,6,28,6,0,4.571884322105054,3.2012504246555076e-8,OPTIMAL
7,6,28,6,0,3.3557390939365153,3.975214598086874e-9,OPTIMAL
7,6,28,6,0,4.751762018814307,7.053635420363193e-10,OPTIMAL
7,6,28,6,0,2.852480988371795,1.302459909515962e-8,OPTIMAL
7,6,28,6,0,10.051066734993395,1.5057844716651836e-9,OPTIMAL
7,6,28,6,0,3.044783427085011,2.5614993177136807e-8,OPTIMAL
7,6,28,6,0,3.31540084604773,4.532804106756623e-10,OPTIMAL
7,6,28,6,0,4.82795204502367,6.636241620258617e-9,OPTIMAL
7,6,28,6,0,6.2906250649698405,4.196435116109519e-9,OPTIMAL
7,6,28,6,0,6.178332640393503,5.183996661810283e-10,OPTIMAL
7,6,28,6,0,10.214994222914305,3.421046321646301e-9,OPTIMAL
7,6,28,6,0,12.454159028096866,9.012829482827697e-9,OPTIMAL
7,6,28,6,0,5.345238378791214,1.104099970211575e-9,OPTIMAL
7,6,28,6,0,3.8756856922501863,2.5606940916048057e-8,OPTIMAL
7,6,28,6,0,4.015407121879942,1.806615357101468e-8,OPTIMAL
7,6,28,6,0,6.329746995180452,6.805732396383628e-10,OPTIMAL
7,6,28,6,0,7.381038347256643,6.3962465480317e-9,OPTIMAL
7,6,28,6,0,5.931293006373258,6.978804121573791e-8,OPTIMAL
7,6,28,6,0,2.897529202119031,9.302893592561653e-10,OPTIMAL
7,6,28,6,0,4.468206819066885,1.1899359961759177e-9,OPTIMAL
7,6,28,6,0,2.319680067270743,2.8288370517938344e-9,OPTIMAL
7,6,28,6,0,8.038238402076296,2.233053092470817e-9,OPTIMAL
7,6,28,6,0,8.089200167384353,3.0263115906693987e-10,OPTIMAL
