n,m,space_dim,codim,relative_codim,max_nontrunc_eig,max_trunc_eig,solver_status
7,8,28,28,20,0,1.384175542955688e-10,SLOW_PROGRESS
7,8,28,28,20,0,1.507272981685484e-12,INFEASIBLE
7,8,28,28,20,0,2.1738152780826494e-9,INFEASIBLE
7,8,28,28,20,0,2.2528652491328626e-12,INFEASIBLE
7,8,28,28,20,0,2.6241430102308e-12,SLOW_PROGRESS
7,8,28,28,20,0,6.763504180730235e-11,SLOW_PROGRESS
7,8,28,28,20,0,9.466824453820832e-13,INFEASIBLE
7,8,28,28,20,0,1.9124349115850087e-11,SLOW_PROGRESS
7,8,28,28,20,0,4.4106991401478054e-14,INFEASIBLE
7,8,28,28,20,0,1.950661957194001e-12,INFEASIBLE
7,8,28,28,20,0,1.0128637726119764e-12,INFEASIBLE
7,8,28,28,20,0,1.110756926230092e-10,INFEASIBLE
7,8,28,28,20,0,4.089155219509576e-9,INFEASIBLE
7,8,28,28,20,0,1.7342202807811065e-12,SLOW_PROGRESS
7,8,28,28,20,0,6.522953246128352e-13,SLOW_PROGRESS
7,8,28,28,20,0,8.041840771588085e-11,SLOW_PROGRESS
7,8,28,28,20,0,5.629353281855866e-13,INFEASIBLE
7,8,28,28,20,0,6.20503851685168e-14,INFEASIBLE
7,8,28,28,20,0,7.677559071002129e-14,SLOW_PROGRESS
7,8,28,28,20,0,5.194798457377383e-11,SLOW_PROGRESS
7,8,28,28,20,0,2.1970659359744727e-12,INFEASIBLE
7,8,28,28,20,0,1.0512679241172169e-13,SLOW_PROGRESS
7,8,28,28,20,0,5.7654269743757656e-11,INFEASIBLE
7,8,28,28,20,0,2.222334045260729e-12,INFEASIBLE
7,8,28,28,20,0,2.4495021904125538e-9,INFEASIBLE
7,8,28,28,20,0,2.5404438937391522e-9,SLOW_PROGRESS
7,8,28,28,20,0,1.4524953410845685e-12,SLOW_PROGRESS
7,8,28,28,20,0,2.0702297585227696e-16,SLOW_PROGRESS
7,8,28,28,20,0,1.166763060500524e-12,SLOW_PROGRESS
7,8,28,28,20,0,1.6825355489712215e-12,INFEASIBLE
7,8,28,28,20,0,4.968400765633202e-11,INFEASIBLE
7,8,28,28,20,0,2.3706845691252566e-12,INFEASIBLE
7,8,28,28,20,0,1.6751256881765907e-10,SLOW_PROGRESS
7,8,28,28,20,0,1.3457936091354503e-12,INFEASIBLE
7,8,28,28,20,0,1.2501008939242082e-10,SLOW_PROGRESS
7,8,28,28,20,0,5.2170565275184536e-11,SLOW_PROGRESS
7,8,28,28,20,0,9.78381307154287e-9,INFEASIBLE
7,8,28,28,20,0,2.514878830730689e-9,INFEASIBLE
7,8,28,28,20,0,5.480546683293529e-13,INFEASIBLE
7,8,28,28,20,0,2.3854271757091746e-14,INFEASIBLE
7,8,28,28,20,0,2.742517796694684e-11,INFEASIBLE
7,8,28,28,20,0,6.4379550321656796e-12,SLOW_PROGRESS
7,8,28,28,20,0,2.318364648991518e-11,INFEASIBLE
7,8,28,28,20,0,1.0336564973844982e-12,SLOW_PROGRESS
7,8,28,28,20,0,1.3813790465638726e-11,SLOW_PROGRESS
7,8,28,28,20,0,3.959764990675547e-9,INFEASIBLE
7,8,28,28,20,0,7.419930804250367e-9,INFEASIBLE
7,8,28,28,20,0,4.4342872471127e-13,SLOW_PROGRESS
7,8,28,28,20,0,8.363417660288305e-13,INFEASIBLE
7,8,28,28,20,0,2.924668814212501e-12,INFEASIBLE
7,8,28,28,20,0,5.1458842013925714e-14,INFEASIBLE
7,8,28,28,20,0,2.499347892382095e-11,SLOW_PROGRESS
7,8,28,28,20,0,2.2195912853257107e-12,INFEASIBLE
7,8,28,28,20,0,4.5327214413751117e-13,INFEASIBLE
7,8,28,28,20,0,1.929910748798793e-9,SLOW_PROGRESS
7,8,28,28,20,0,3.4232470659516554e-12,INFEASIBLE
7,8,28,28,20,0,3.096488447095912e-12,INFEASIBLE
7,8,28,28,20,0,2.159126401636177e-12,SLOW_PROGRESS
7,8,28,28,20,0,6.366780332690862e-9,INFEASIBLE
7,8,28,28,20,0,6.102143632390909e-10,SLOW_PROGRESS
7,8,28,28,20,0,2.3451312992524235e-10,SLOW_PROGRESS
7,8,28,28,20,0,1.88088629167599e-16,SLOW_PROGRESS
7,8,28,28,20,0,8.949884962429193e-17,SLOW_PROGRESS
7,8,28,28,20,0,1.799323040417162e-9,INFEASIBLE
7,8,28,28,20,0,2.050954697843066e-12,INFEASIBLE
7,8,28,28,20,0,2.631464240465455e-10,SLOW_PROGRESS
7,8,28,28,20,0,4.732947285835342e-11,INFEASIBLE
7,8,28,28,20,0,2.2957098759824673e-12,SLOW_PROGRESS
7,8,28,28,20,0,3.1328069926661023e-13,SLOW_PROGRESS
7,8,28,28,20,0,1.5073004117513784e-11,SLOW_PROGRESS
7,8,28,28,20,0,1.8135630251922576e-12,INFEASIBLE
7,8,28,28,20,0,7.404678524910605e-13,INFEASIBLE
7,8,28,28,20,0,1.0741425653534326e-12,SLOW_PROGRESS
7,8,28,28,20,0,2.3974898028923333e-13,SLOW_PROGRESS
7,8,28,28,20,0,7.105980650891256e-11,INFEASIBLE
7,8,28,28,20,0,3.0536382225469806e-11,SLOW_PROGRESS
7,8,28,28,20,0,2.8353801754878996e-11,SLOW_PROGRESS
7,8,28,28,20,0,2.3643890139531522e-11,INFEASIBLE
7,8,28,28,20,0,4.211965265032904e-12,SLOW_PROGRESS
7,8,28,28,20,0,1.0484192457584055e-12,SLOW_PROGRESS
7,8,28,28,20,0,6.840339889717011e-11,INFEASIBLE
7,8,28,28,20,0,5.905753671849011e-9,INFEASIBLE
7,8,28,28,20,0,1.5787103025481382e-12,INFEASIBLE
7,8,28,28,20,0,5.786764137522423e-9,INFEASIBLE
7,8,28,28,20,0,1.4541464395723041e-8,SLOW_PROGRESS
7,8,28,28,20,0,7.840131415815854e-17,SLOW_PROGRESS
7,8,28,28,20,0,2.0455741780437244e-11,INFEASIBLE
7,8,28,28,20,0,2.8425662341019246e-12,INFEASIBLE
7,8,28,28,20,0,1.9131796543734958e-13,SLOW_PROGRESS
7,8,28,28,20,0,2.439953885748952e-12,INFEASIBLE
7,8,28,28,20,0,1.2334527685456132e-12,SLOW_PROGRESS
7,8,28,28,20,0,4.428003977021578e-9,INFEASIBLE
7,8,28,28,20,0,4.428614053120397e-12,SLOW_PROGRESS
7,8,28,28,20,0,5.548809971736262e-13,INFEASIBLE
7,8,28,28,20,0,1.0634185282480436e-13,SLOW_PROGRESS
7,8,28,28,20,0,5.511027398940113e-11,SLOW_PROGRESS
7,8,28,28,20,0,8.414125481293721e-12,SLOW_PROGRESS
7,8,28,28,20,0,5.836632513791794e-11,SLOW_PROGRESS
7,8,28,28,20,0,5.127524820853384e-16,SLOW_PROGRESS
7,8,28,28,20,0,1.1496864713222352e-8,INFEASIBLE
7,8,28,28,20,0,1.806635126510197e-12,INFEASIBLE
7,8,28,28,20,0,2.849447068312613e-9,SLOW_PROGRESS
7,8,28,28,20,0,1.3106106833971371e-11,SLOW_PROGRESS
7,8,28,28,20,0,1.8119219074008427e-11,SLOW_PROGRESS
7,8,28,28,20,0,1.7555381836479047e-14,INFEASIBLE
7,8,28,28,20,0,2.4444341318162876e-12,INFEASIBLE
7,8,28,28,20,0,3.0090757062698607e-9,INFEASIBLE
7,8,28,28,20,0,1.6176586529208642e-11,SLOW_PROGRESS
7,8,28,28,20,0,8.885346883690075e-10,INFEASIBLE
7,8,28,28,20,0,2.3320337952828734e-11,SLOW_PROGRESS
7,8,28,28,20,0,1.6045462812854996e-13,SLOW_PROGRESS
7,8,28,28,20,0,2.9029332206532166e-10,SLOW_PROGRESS
7,8,28,28,20,0,5.191357343526696e-13,INFEASIBLE
7,8,28,28,20,0,2.9428450322920454e-15,SLOW_PROGRESS
7,8,28,28,20,0,1.9380713537418755e-8,INFEASIBLE
7,8,28,28,20,0,8.685943831491816e-13,INFEASIBLE
7,8,28,28,20,0,2.3162676858565218e-8,INFEASIBLE
7,8,28,28,20,0,1.1832574352359782e-9,SLOW_PROGRESS
7,8,28,28,20,0,7.546548985491997e-11,INFEASIBLE
7,8,28,28,20,0,2.544508135695338e-12,SLOW_PROGRESS
7,8,28,28,20,0,3.10602446291272e-11,INFEASIBLE
7,8,28,28,20,0,8.463869579809466e-11,SLOW_PROGRESS
7,8,28,28,20,0,8.364032809240202e-10,SLOW_PROGRESS
7,8,28,28,20,0,4.70875167786734e-13,SLOW_PROGRESS
7,8,28,28,20,0,3.4728466618944555e-16,SLOW_PROGRESS
7,8,28,28,20,0,1.5134774090973397e-10,INFEASIBLE
7,8,28,28,20,0,1.33296786666683e-8,SLOW_PROGRESS
7,8,28,28,20,0,1.539609904167886e-11,INFEASIBLE
7,8,28,28,20,0,3.031296977691225e-13,INFEASIBLE
7,8,28,28,20,0,4.2683430843081917e-11,SLOW_PROGRESS
7,8,28,28,20,0,6.207705880020606e-9,INFEASIBLE
7,8,28,28,20,0,8.248578009505838e-13,INFEASIBLE
7,8,28,28,20,0,1.0645634424823605e-12,INFEASIBLE
7,8,28,28,20,0,1.6379305386587605e-12,INFEASIBLE
7,8,28,28,20,0,2.88640695065936e-11,INFEASIBLE
7,8,28,28,20,0,1.7228532020297707e-11,INFEASIBLE
7,8,28,28,20,0,4.1847852584080956e-13,SLOW_PROGRESS
7,8,28,28,20,0,8.002691408241017e-9,SLOW_PROGRESS
7,8,28,28,20,0,1.1761125235251485e-10,INFEASIBLE
7,8,28,28,20,0,2.1868740261029018e-9,INFEASIBLE
7,8,28,28,20,0,4.5778794665109465e-11,SLOW_PROGRESS
7,8,28,28,20,0,8.96033794340436e-9,INFEASIBLE
7,8,28,28,20,0,5.208728575947654e-10,INFEASIBLE
7,8,28,28,20,0,5.694378667981965e-9,INFEASIBLE
7,8,28,28,20,0,3.797146666796825e-9,SLOW_PROGRESS
7,8,28,28,20,0,2.7481515984355166e-12,INFEASIBLE
7,8,28,28,20,0,3.2230896740553467e-9,INFEASIBLE
7,8,28,28,20,0,2.0885829214625047e-8,SLOW_PROGRESS
7,8,28,28,20,0,8.755903970338766e-10,INFEASIBLE
7,8,28,28,20,0,3.5687964281481994e-9,SLOW_PROGRESS
7,8,28,28,20,0,1.4406294439156867e-9,INFEASIBLE
7,8,28,28,20,0,4.682733834393966e-10,SLOW_PROGRESS
7,8,28,28,20,0,1.2178803856577596e-12,SLOW_PROGRESS
7,8,28,28,20,0,3.810702333724498e-11,INFEASIBLE
7,8,28,28,20,0,7.966915274361289e-12,INFEASIBLE
7,8,28,28,20,0,2.096020300762138e-9,SLOW_PROGRESS
7,8,28,28,20,0,6.031719274306576e-12,INFEASIBLE
7,8,28,28,20,0,4.22717144400375e-13,SLOW_PROGRESS
7,8,28,28,20,0,7.59330445571916e-13,SLOW_PROGRESS
7,8,28,28,20,0,3.501375856855017e-13,INFEASIBLE
7,8,28,28,20,0,1.8740195449233425e-10,SLOW_PROGRESS
7,8,28,28,20,0,1.5299688533618096e-11,INFEASIBLE
7,8,28,28,20,0,2.205809865700026e-13,SLOW_PROGRESS
7,8,28,28,20,0,2.0985988612685853e-9,INFEASIBLE
7,8,28,28,20,0,4.86790067901463e-11,SLOW_PROGRESS
7,8,28,28,20,0,3.233127278004697e-12,SLOW_PROGRESS
7,8,28,28,20,0,2.5262160797520983e-13,INFEASIBLE
7,8,28,28,20,0,4.0945930426927454e-12,INFEASIBLE
7,8,28,28,20,0,1.824736873826671e-10,INFEASIBLE
7,8,28,28,20,0,5.351393145386159e-9,SLOW_PROGRESS
7,8,28,28,20,0,7.343937017308594e-13,SLOW_PROGRESS
7,8,28,28,20,0,2.2936777076630475e-12,SLOW_PROGRESS
7,8,28,28,20,0,3.960465353982999e-12,SLOW_PROGRESS
7,8,28,28,20,0,9.184341191281789e-12,INFEASIBLE
7,8,28,28,20,0,5.563415259345674e-11,INFEASIBLE
7,8,28,28,20,0,9.776727606734104e-12,SLOW_PROGRESS
7,8,28,28,20,0,9.828795274551297e-11,INFEASIBLE
7,8,28,28,20,0,1.4317211634811535e-8,INFEASIBLE
7,8,28,28,20,0,3.4597625671351737e-13,INFEASIBLE
7,8,28,28,20,0,7.582342869598823e-13,INFEASIBLE
7,8,28,28,20,0,1.9639804375078232e-12,INFEASIBLE
7,8,28,28,20,0,3.940603259044007e-12,INFEASIBLE
7,8,28,28,20,0,3.7933978700590595e-12,SLOW_PROGRESS
7,8,28,28,20,0,4.282147710858378e-14,SLOW_PROGRESS
7,8,28,28,20,0,4.1087927457066347e-11,INFEASIBLE
7,8,28,28,20,0,5.863006098157136e-13,SLOW_PROGRESS
7,8,28,28,20,0,8.84484080587314e-11,SLOW_PROGRESS
7,8,28,28,20,0,1.377303741648345e-11,INFEASIBLE
7,8,28,28,20,0,4.952861338576419e-12,SLOW_PROGRESS
7,8,28,28,20,0,1.4974475555715958e-12,SLOW_PROGRESS
7,8,28,28,20,0,7.98920700845612e-9,INFEASIBLE
7,8,28,28,20,0,5.879726927243185e-9,INFEASIBLE
7,8,28,28,20,0,3.0845165561101266e-11,SLOW_PROGRESS
7,8,28,28,20,0,7.840653057585106e-9,INFEASIBLE
7,8,28,28,20,0,1.6460561477880448e-9,SLOW_PROGRESS
7,8,28,28,20,0,1.1617843504971267e-11,INFEASIBLE
7,8,28,28,20,0,1.6363973323879782e-12,INFEASIBLE
7,8,28,28,20,0,5.625300111633083e-10,INFEASIBLE
7,8,28,28,20,0,1.8699886597952876e-9,SLOW_PROGRESS
7,8,28,28,20,0,1.4208152879314323e-13,INFEASIBLE
7,8,28,28,20,0,1.6068896900262858e-11,INFEASIBLE
7,8,28,28,20,0,1.2219816461858044e-11,SLOW_PROGRESS
7,8,28,28,20,0,5.449903636941416e-11,INFEASIBLE
7,8,28,28,20,0,1.003992818759527e-11,INFEASIBLE
7,8,28,28,20,0,1.5363933042585592e-11,SLOW_PROGRESS
7,8,28,28,20,0,1.4191848420255312e-12,INFEASIBLE
7,8,28,28,20,0,5.230958673436461e-14,INFEASIBLE
7,8,28,28,20,0,8.898850232854308e-12,INFEASIBLE
7,8,28,28,20,0,2.532745849548212e-12,INFEASIBLE
7,8,28,28,20,0,1.8576297715626452e-10,INFEASIBLE
7,8,28,28,20,0,2.5490277083182567e-12,SLOW_PROGRESS
7,8,28,28,20,0,2.96775599070688e-13,INFEASIBLE
7,8,28,28,20,0,3.0905843640642443e-14,SLOW_PROGRESS
7,8,28,28,20,0,6.178146248566159e-9,INFEASIBLE
7,8,28,28,20,0,7.925739749751143e-11,SLOW_PROGRESS
7,8,28,28,20,0,1.9984689159275058e-14,SLOW_PROGRESS
7,8,28,28,20,0,1.2214853457099564e-13,SLOW_PROGRESS
7,8,28,28,20,0,3.7661584289718354e-11,SLOW_PROGRESS
7,8,28,28,20,0,9.609173149014064e-10,SLOW_PROGRESS
7,8,28,28,20,0,2.8316319015867446e-16,SLOW_PROGRESS
7,8,28,28,20,0,3.2733753033167497e-9,SLOW_PROGRESS
7,8,28,28,20,0,4.065307927376963e-12,SLOW_PROGRESS
7,8,28,28,20,0,5.6887876356375426e-12,INFEASIBLE
7,8,28,28,20,0,1.4875744585741407e-13,INFEASIBLE
7,8,28,28,20,0,8.234555669494776e-14,SLOW_PROGRESS
7,8,28,28,20,0,5.331903144424421e-12,SLOW_PROGRESS
7,8,28,28,20,0,2.096612938477664e-12,SLOW_PROGRESS
7,8,28,28,20,0,2.0637540163829012e-11,SLOW_PROGRESS
7,8,28,28,20,0,1.3218762742197668e-11,INFEASIBLE
7,8,28,28,20,0,9.761487000121828e-15,SLOW_PROGRESS
7,8,28,28,20,0,1.216997156209814e-13,SLOW_PROGRESS
7,8,28,28,20,0,1.0082337053086764e-10,SLOW_PROGRESS
7,8,28,28,20,0,6.981003444339845e-12,INFEASIBLE
7,8,28,28,20,0,7.874643539187507e-12,SLOW_PROGRESS
7,8,28,28,20,0,5.530966926040578e-12,SLOW_PROGRESS
7,8,28,28,20,0,2.6060454882924063e-12,INFEASIBLE
7,8,28,28,20,0,5.116259852892545e-9,INFEASIBLE
7,8,28,28,20,0,1.357788611213301e-12,SLOW_PROGRESS
7,8,28,28,20,0,1.824404151392711e-11,INFEASIBLE
7,8,28,28,20,0,1.926306688229856e-12,SLOW_PROGRESS
7,8,28,28,20,0,1.7345124463444516e-12,INFEASIBLE
7,8,28,28,20,0,1.387120580313787e-10,SLOW_PROGRESS
7,8,28,28,20,0,1.1935406754457414e-11,INFEASIBLE
7,8,28,28,20,0,1.8060396799805095e-11,INFEASIBLE
7,8,28,28,20,0,1.8462706951341587e-11,INFEASIBLE
7,8,28,28,20,0,4.02609002920513e-12,SLOW_PROGRESS
7,8,28,28,20,0,3.713336087639913e-13,INFEASIBLE
7,8,28,28,20,0,1.2008235094595419e-12,SLOW_PROGRESS
7,8,28,28,20,0,4.505890088471995e-13,INFEASIBLE
7,8,28,28,20,0,9.862665725396818e-11,INFEASIBLE
7,8,28,28,20,0,1.2585316457399898e-15,SLOW_PROGRESS
7,8,28,28,20,0,3.834553237216236e-12,SLOW_PROGRESS
7,8,28,28,20,0,9.521956070666473e-10,SLOW_PROGRESS
7,8,28,28,20,0,1.689027809672325e-12,SLOW_PROGRESS
7,8,28,28,20,0,1.796034703930307e-12,SLOW_PROGRESS
7,8,28,28,20,0,9.88124538464615e-9,INFEASIBLE
7,8,28,28,20,0,2.949716545215954e-12,INFEASIBLE
7,8,28,28,20,0,9.213302014532689e-13,INFEASIBLE
7,8,28,28,20,0,5.4428097763497045e-9,INFEASIBLE
7,8,28,28,20,0,5.94677774841911e-9,INFEASIBLE
7,8,28,28,20,0,6.326168758285256e-13,SLOW_PROGRESS
7,8,28,28,20,0,4.098950291098635e-12,SLOW_PROGRESS
7,8,28,28,20,0,1.1836043753767444e-11,SLOW_PROGRESS
7,8,28,28,20,0,1.2081721566788694e-12,INFEASIBLE
7,8,28,28,20,0,1.3749672312724481e-12,INFEASIBLE
7,8,28,28,20,0,9.144174309325458e-12,INFEASIBLE
7,8,28,28,20,0,9.89502866837805e-12,SLOW_PROGRESS
7,8,28,28,20,0,2.7027943721000066e-13,SLOW_PROGRESS
7,8,28,28,20,0,6.962896385360628e-12,INFEASIBLE
7,8,28,28,20,0,3.973075995305136e-12,INFEASIBLE
7,8,28,28,20,0,1.0048719141600127e-8,INFEASIBLE
7,8,28,28,20,0,1.2368118552591043e-13,INFEASIBLE
7,8,28,28,20,0,3.04481366999476e-9,INFEASIBLE
7,8,28,28,20,0,4.88422649619589e-11,SLOW_PROGRESS
7,8,28,28,20,0,2.436633102737929e-12,SLOW_PROGRESS
7,8,28,28,20,0,6.420580446237622e-11,SLOW_PROGRESS
7,8,28,28,20,0,5.657342997318578e-11,INFEASIBLE
7,8,28,28,20,0,1.6766035871013885e-10,INFEASIBLE
7,8,28,28,20,0,6.63069626992345e-12,INFEASIBLE
7,8,28,28,20,0,7.122098171948397e-10,SLOW_PROGRESS
7,8,28,28,20,0,4.342028037441857e-12,SLOW_PROGRESS
7,8,28,28,20,0,2.837938121674091e-13,SLOW_PROGRESS
7,8,28,28,20,0,1.2521463522842303e-13,SLOW_PROGRESS
7,8,28,28,20,0,2.4159962342850453e-14,INFEASIBLE
7,8,28,28,20,0,1.4270351370651002e-8,INFEASIBLE
7,8,28,28,20,0,4.020182012252688e-12,SLOW_PROGRESS
7,8,28,28,20,0,1.950367977623904e-12,SLOW_PROGRESS
7,8,28,28,20,0,8.806948242898211e-13,SLOW_PROGRESS
7,8,28,28,20,0,1.0313522159116225e-11,INFEASIBLE
7,8,28,28,20,0,1.9126747722075324e-11,INFEASIBLE
7,8,28,28,20,0,2.6421949185251037e-12,SLOW_PROGRESS
7,8,28,28,20,0,4.462502343836861e-12,INFEASIBLE
7,8,28,28,20,0,9.059194232682576e-13,SLOW_PROGRESS
7,8,28,28,20,0,1.1099543031060646e-12,INFEASIBLE
7,8,28,28,20,0,5.674081856862248e-11,INFEASIBLE
7,8,28,28,20,0,7.816178377180502e-9,INFEASIBLE
7,8,28,28,20,0,4.305941589450725e-12,INFEASIBLE
7,8,28,28,20,0,2.99626746272074e-11,INFEASIBLE
7,8,28,28,20,0,1.5634873852706748e-8,INFEASIBLE
7,8,28,28,20,0,1.4733731264265073e-11,INFEASIBLE
7,8,28,28,20,0,2.37686076804884e-11,INFEASIBLE
7,8,28,28,20,0,7.108693296042881e-11,SLOW_PROGRESS
7,8,28,28,20,0,2.7480565979968672e-14,SLOW_PROGRESS
7,8,28,28,20,0,8.083954291366517e-11,INFEASIBLE
7,8,28,28,20,0,1.0113759235488441e-10,SLOW_PROGRESS
7,8,28,28,20,0,3.976856758046064e-12,SLOW_PROGRESS
7,8,28,28,20,0,1.0842138183738687e-11,INFEASIBLE
7,8,28,28,20,0,2.5379204849195177e-9,INFEASIBLE
7,8,28,28,20,0,1.1907644670964722e-8,INFEASIBLE
7,8,28,28,20,0,4.3871203595522483e-13,INFEASIBLE
7,8,28,28,20,0,1.3143636134532877e-11,INFEASIBLE
7,8,28,28,20,0,2.1990213779708398e-13,INFEASIBLE
7,8,28,28,20,0,2.407068326003236e-11,SLOW_PROGRESS
7,8,28,28,20,0,1.0810180638389994e-11,INFEASIBLE
7,8,28,28,20,0,2.8140860583448896e-11,SLOW_PROGRESS
7,8,28,28,20,0,5.071648911863754e-14,SLOW_PROGRESS
7,8,28,28,20,0,9.095819333821643e-12,INFEASIBLE
7,8,28,28,20,0,2.5919993153932336e-11,SLOW_PROGRESS
7,8,28,28,20,0,1.6627177121635506e-13,INFEASIBLE
7,8,28,28,20,0,3.931353118497552e-11,SLOW_PROGRESS
7,8,28,28,20,0,7.547328062795858e-9,INFEASIBLE
7,8,28,28,20,0,1.0406902708287316e-12,INFEASIBLE
7,8,28,28,20,0,5.3309368918570704e-11,SLOW_PROGRESS
7,8,28,28,20,0,1.535188658324003e-12,INFEASIBLE
7,8,28,28,20,0,1.1962191886553164e-13,SLOW_PROGRESS
7,8,28,28,20,0,4.3459440714802687e-13,SLOW_PROGRESS
7,8,28,28,20,0,8.919523867011344e-9,INFEASIBLE
7,8,28,28,20,0,8.346303227040417e-11,SLOW_PROGRESS
7,8,28,28,20,0,1.5672344468336117e-8,SLOW_PROGRESS
7,8,28,28,20,0,1.872635688472127e-12,SLOW_PROGRESS
7,8,28,28,20,0,9.616536026652544e-13,SLOW_PROGRESS
7,8,28,28,20,0,1.2394572827787323e-11,SLOW_PROGRESS
7,8,28,28,20,0,6.122920143092896e-14,SLOW_PROGRESS
7,8,28,28,20,0,2.3355515714608843e-11,SLOW_PROGRESS
7,8,28,28,20,0,3.3487212420426265e-10,SLOW_PROGRESS
7,8,28,28,20,0,3.5031519149560604e-9,INFEASIBLE
7,8,28,28,20,0,7.252477938321789e-11,INFEASIBLE
7,8,28,28,20,0,1.5546636595802286e-11,SLOW_PROGRESS
7,8,28,28,20,0,1.5765267848983085e-9,SLOW_PROGRESS
7,8,28,28,20,0,6.463393510909896e-12,INFEASIBLE
7,8,28,28,20,0,3.7384747242432683e-11,INFEASIBLE
7,8,28,28,20,0,3.3249189386261776e-11,SLOW_PROGRESS
7,8,28,28,20,0,1.5570721841978114e-9,INFEASIBLE
7,8,28,28,20,0,2.3875074784622125e-12,INFEASIBLE
7,8,28,28,20,0,3.143384387017364e-11,SLOW_PROGRESS
7,8,28,28,20,0,9.652183909567277e-13,SLOW_PROGRESS
7,8,28,28,20,0,4.130612980933774e-9,INFEASIBLE
7,8,28,28,20,0,8.74110553621441e-17,SLOW_PROGRESS
7,8,28,28,20,0,5.908664495138919e-9,INFEASIBLE
7,8,28,28,20,0,2.551439557000538e-12,INFEASIBLE
7,8,28,28,20,0,2.4921480160005067e-9,SLOW_PROGRESS
7,8,28,28,20,0,5.440544937027243e-12,INFEASIBLE
7,8,28,28,20,0,9.591489848637287e-11,INFEASIBLE
